customer_id,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
C00543,11,3,80643.62,4,2,3,9,Loyal Customers
C00544,3,5,17367.07,4,3,2,9,Loyal Customers
C00545,79,1,1872.92,2,1,1,4,At Risk
C00546,104,2,48551.14,2,1,3,6,Potential Loyalists
C00547,1,3,106273.19,4,2,3,9,Loyal Customers
C00548,1,2,6991.25,4,1,1,6,Potential Loyalists
C00549,11,7,66213.96,4,3,3,10,Champions
C00550,305,2,115817.53,1,1,3,5,At Risk
C00552,43,1,70231.8,3,1,3,7,Potential Loyalists
C00553,338,2,4719.08,1,1,1,3,Lost / Inactive
C00555,391,1,3147.84,1,1,1,3,Lost / Inactive
C00557,9,49,694643.02,4,4,4,12,Champions
C00558,61,1,31881.27,3,1,2,6,Potential Loyalists
C00559,8,60,837158.79,4,4,4,12,Champions
C00560,320,2,4207.49,1,1,1,3,Lost / Inactive
C00561,83,3,26102.660000000003,2,2,2,6,Potential Loyalists
C00562,150,1,23376.33,2,1,2,5,At Risk
C00565,246,1,3098.49,1,1,1,3,Lost / Inactive
C00566,17,33,275610.89,4,4,4,12,Champions
C00567,39,3,231399.04,3,2,4,9,Loyal Customers
C00568,167,3,13073.67,1,2,2,5,At Risk
C00569,69,8,60271.17,2,3,3,8,Loyal Customers
C00570,29,7,102818.47,3,3,3,9,Loyal Customers
C00571,53,7,34909.26,3,3,2,8,Loyal Customers
C00572,163,1,199832.12,2,1,4,7,Potential Loyalists
C00573,43,3,19192.81,3,2,2,7,Potential Loyalists
C00574,363,1,1414.8,1,1,1,3,Lost / Inactive
C00575,13,3,57763.8,4,2,3,9,Loyal Customers
C00576,360,1,910.47,1,1,1,3,Lost / Inactive
C00578,1,15,277174.60000000003,4,4,4,12,Champions
C00579,7,21,246173.93,4,4,4,12,Champions
C00580,289,3,12044.089999999998,1,2,2,5,At Risk
C00581,33,4,13136.52,3,2,2,7,Potential Loyalists
C00583,116,3,119951.66,2,2,3,7,Potential Loyalists
C00585,22,23,393668.75,4,4,4,12,Champions
C00586,239,2,677.6500000000001,1,1,1,3,Lost / Inactive
C00588,97,1,2824.2,2,1,1,4,At Risk
C00589,1,52,834217.2,4,4,4,12,Champions
C00590,36,24,202007.81,3,4,4,11,Champions
C00591,54,6,31872.79,3,3,2,8,Loyal Customers
C00592,277,3,2968.21,1,2,1,4,At Risk
C00593,207,1,4236.3,1,1,1,3,Lost / Inactive
C00594,380,1,104.22,1,1,1,3,Lost / Inactive
C00595,369,1,2669.64,1,1,1,3,Lost / Inactive
C00596,1,7,37013.35,4,3,2,9,Loyal Customers
C00597,2,1,10525.4,4,1,1,6,Potential Loyalists
C00598,54,2,11386.22,3,1,2,6,Potential Loyalists
C00599,29,7,36372.06,3,3,2,8,Loyal Customers
C00600,125,4,234145.3,2,2,4,8,Loyal Customers
C00601,20,6,59689.780000000006,4,3,3,10,Champions
C00602,327,2,10678.56,1,1,1,3,Lost / Inactive
C00604,26,5,189318.80000000002,3,3,4,10,Champions
C00605,16,16,210807.87,4,4,4,12,Champions
C00607,44,3,15427.0,3,2,2,7,Potential Loyalists
C00608,247,2,17899.5,1,1,2,4,At Risk
C00609,103,4,102637.97,2,2,3,7,Potential Loyalists
C00610,36,12,284813.48000000004,3,4,4,11,Champions
C00611,87,4,27111.93,2,2,2,6,Potential Loyalists
C00612,16,2,5904.04,4,1,1,6,Potential Loyalists
C00613,29,30,869458.4199999999,3,4,4,11,Champions
C00614,56,10,63218.65,3,4,3,10,Champions
C00615,314,2,13151.75,1,1,2,4,At Risk
C00616,380,1,177286.6,1,1,4,6,Potential Loyalists
C00617,323,1,1404.69,1,1,1,3,Lost / Inactive
C00618,1,12,247481.24,4,4,4,12,Champions
C00619,213,1,9708.0,1,1,1,3,Lost / Inactive
C00620,283,3,19434.3,1,2,2,5,At Risk
C00621,326,3,13013.61,1,2,2,5,At Risk
C00622,275,2,4709.4,1,1,1,3,Lost / Inactive
C00623,2,16,112521.95000000001,4,4,3,11,Champions
C00624,38,23,117003.11,3,4,3,10,Champions
C00625,34,1,2218.48,3,1,1,5,At Risk
C00626,50,9,50282.49,3,4,3,10,Champions
C00627,35,6,45637.0,3,3,3,9,Loyal Customers
C00628,163,15,284091.55,2,4,4,10,Champions
C00629,88,7,205918.65,2,3,4,9,Loyal Customers
C00630,37,41,700301.3300000001,3,4,4,11,Champions
C00631,34,30,612902.8200000001,3,4,4,11,Champions
C00632,104,5,54486.7,2,3,3,8,Loyal Customers
C00633,6,11,166952.55,4,4,4,12,Champions
C00634,386,2,6564.599999999999,1,1,1,3,Lost / Inactive
C00636,239,1,1032.83,1,1,1,3,Lost / Inactive
C00638,6,15,207691.21,4,4,4,12,Champions
C00639,27,1,221608.25,3,1,4,8,Loyal Customers
C00640,18,16,288550.42000000004,4,4,4,12,Champions
C00641,19,8,368059.43,4,3,4,11,Champions
C00642,22,6,62618.94,4,3,3,10,Champions
C00643,5,3,45296.670000000006,4,2,3,9,Loyal Customers
C00644,78,6,85723.39,2,3,3,8,Loyal Customers
C00645,124,2,21306.600000000002,2,1,2,5,At Risk
C00646,326,1,4607.6,1,1,1,3,Lost / Inactive
C00647,93,6,36440.48,2,3,2,7,Potential Loyalists
C00648,10,6,23181.0,4,3,2,9,Loyal Customers
C00649,48,3,8103.82,3,2,1,6,Potential Loyalists
C00650,95,5,79283.16,2,3,3,8,Loyal Customers
C00651,54,1,3175.71,3,1,1,5,At Risk
C00652,174,2,8582.03,1,1,1,3,Lost / Inactive
C00653,137,2,23888.52,2,1,2,5,At Risk
C00655,7,8,426908.47000000003,4,3,4,11,Champions
C00656,197,1,48547.04,1,1,3,5,At Risk
C00657,117,2,2936.26,2,1,1,4,At Risk
C00658,298,1,2706.9,1,1,1,3,Lost / Inactive
C00659,153,2,16161.47,2,1,2,5,At Risk
C00660,42,4,33736.759999999995,3,2,2,7,Potential Loyalists
C00661,29,32,546306.4,3,4,4,11,Champions
C00662,174,3,8731.63,1,2,1,4,At Risk
C00663,136,2,10827.259999999998,2,1,1,4,At Risk
C00664,29,12,210649.51,3,4,4,11,Champions
C00665,105,9,282882.0,2,4,4,10,Champions
C00666,31,9,224158.0,3,4,4,11,Champions
C00667,5,24,383021.37,4,4,4,12,Champions
C00668,14,5,12301.550000000001,4,3,2,9,Loyal Customers
C00669,223,1,5021.29,1,1,1,3,Lost / Inactive
C00670,224,2,7351.73,1,1,1,3,Lost / Inactive
C00672,64,5,129384.69,3,3,3,9,Loyal Customers
C00673,454,1,926.64,1,1,1,3,Lost / Inactive
C00674,3,10,55041.09,4,4,3,11,Champions
C00675,344,1,1765.56,1,1,1,3,Lost / Inactive
C00676,33,3,30269.82,3,2,2,7,Potential Loyalists
C00677,53,3,27196.4,3,2,2,7,Potential Loyalists
C00678,205,4,37360.61,1,2,3,6,Potential Loyalists
C00679,100,2,29181.19,2,1,2,5,At Risk
C00680,8,100,1377639.31,4,4,4,12,Champions
C00681,111,8,255622.7,2,3,4,9,Loyal Customers
C00682,30,2,5570.75,3,1,1,5,At Risk
C00683,9,15,277083.08,4,4,4,12,Champions
C00684,119,1,4236.3,2,1,1,4,At Risk
C00685,188,4,41484.240000000005,1,2,3,6,Potential Loyalists
C00687,3,2,56290.909999999996,4,1,3,8,Loyal Customers
C00688,10,55,729628.1900000001,4,4,4,12,Champions
C00689,296,5,80377.34,1,3,3,7,Potential Loyalists
C00690,29,14,226419.93,3,4,4,11,Champions
C00691,5,2,2389.2200000000003,4,1,1,6,Potential Loyalists
C00692,38,7,51973.59,3,3,3,9,Loyal Customers
C00693,3,36,278271.15,4,4,4,12,Champions
C00694,106,2,3352.88,2,1,1,4,At Risk
C00695,154,4,162516.15999999997,2,2,4,8,Loyal Customers
C00696,50,7,38758.57,3,3,3,9,Loyal Customers
C00697,9,18,225666.83000000002,4,4,4,12,Champions
C00698,53,2,16934.64,3,1,2,6,Potential Loyalists
C00699,68,7,30540.5,2,3,2,7,Potential Loyalists
C00701,40,3,186347.97,3,2,4,9,Loyal Customers
C00703,47,3,20368.93,3,2,2,7,Potential Loyalists
C00704,30,15,649454.7999999999,3,4,4,11,Champions
C00705,109,4,69501.37000000001,2,2,3,7,Potential Loyalists
C00706,286,1,3084.35,1,1,1,3,Lost / Inactive
C00707,31,5,39444.479999999996,3,3,3,9,Loyal Customers
C00708,234,1,20085.16,1,1,2,4,At Risk
C00709,34,14,478450.57000000007,3,4,4,11,Champions
C00710,325,2,17751.89,1,1,2,4,At Risk
C00712,440,1,4897.89,1,1,1,3,Lost / Inactive
C00713,23,18,250408.62,3,4,4,11,Champions
C00714,4,58,1095888.06,4,4,4,12,Champions
C00715,187,1,12702.84,1,1,2,4,At Risk
C00716,119,2,2624.18,2,1,1,4,At Risk
C00717,74,5,30480.46,2,3,2,7,Potential Loyalists
C00718,16,4,94716.69,4,2,3,9,Loyal Customers
C00719,90,6,8673.710000000001,2,3,1,6,Potential Loyalists
C00720,8,30,747643.66,4,4,4,12,Champions
C00721,30,14,183088.41999999998,3,4,4,11,Champions
C00722,56,7,44624.91,3,3,3,9,Loyal Customers
C00723,72,6,33253.05,2,3,2,7,Potential Loyalists
C00724,403,1,2122.2,1,1,1,3,Lost / Inactive
C00725,30,7,33961.33,3,3,2,8,Loyal Customers
C00726,175,1,16074.29,1,1,2,4,At Risk
C00727,225,1,6266.91,1,1,1,3,Lost / Inactive
C00728,433,1,12217.65,1,1,2,4,At Risk
C00729,117,5,35333.71,2,3,2,7,Potential Loyalists
C00730,27,7,74156.07,3,3,3,9,Loyal Customers
C00731,426,1,3715.41,1,1,1,3,Lost / Inactive
C00733,198,1,53135.45,1,1,3,5,At Risk
C00734,294,2,7858.0599999999995,1,1,1,3,Lost / Inactive
C00735,165,6,174542.96,1,3,4,8,Loyal Customers
C00736,357,1,3715.41,1,1,1,3,Lost / Inactive
C00737,77,7,15846.16,2,3,2,7,Potential Loyalists
C00738,20,10,285608.99,4,4,4,12,Champions
C00739,14,7,271038.33,4,3,4,11,Champions
C00740,133,4,6955.25,2,2,1,5,At Risk
C00741,122,3,24435.92,2,2,2,6,Potential Loyalists
C00743,34,5,25435.71,3,3,2,8,Loyal Customers
C00744,176,4,163456.82,1,2,4,7,Potential Loyalists
C00745,137,4,64829.0,2,2,3,7,Potential Loyalists
C00746,23,2,2221.2,3,1,1,5,At Risk
C00747,70,15,250926.0,2,4,4,10,Champions
C00748,220,1,250989.45,1,1,4,6,Potential Loyalists
C00749,104,3,27502.02,2,2,2,6,Potential Loyalists
C00750,16,33,360502.48,4,4,4,12,Champions
C00751,38,4,53744.310000000005,3,2,3,8,Loyal Customers
C00752,448,1,6139.84,1,1,1,3,Lost / Inactive
C00753,18,18,159302.11,4,4,4,12,Champions
C00754,105,3,15085.25,2,2,2,6,Potential Loyalists
C00755,11,3,10090.86,4,2,1,7,Potential Loyalists
C00756,55,3,78310.22,3,2,3,8,Loyal Customers
C00757,67,2,24807.45,2,1,2,5,At Risk
C00758,22,8,81066.16,4,3,3,10,Champions
C00761,25,5,86428.94,3,3,3,9,Loyal Customers
C00762,59,2,9647.19,3,1,1,5,At Risk
C00763,11,34,665409.77,4,4,4,12,Champions
C00764,81,3,12173.76,2,2,2,6,Potential Loyalists
C00765,56,1,468.23,3,1,1,5,At Risk
C00766,18,7,20547.149999999998,4,3,2,9,Loyal Customers
C00767,42,3,16088.11,3,2,2,7,Potential Loyalists
C00768,126,2,8214.189999999999,2,1,1,4,At Risk
C00769,3,3,77942.24,4,2,3,9,Loyal Customers
C00770,13,36,633120.87,4,4,4,12,Champions
C00771,118,2,14886.69,2,1,2,5,At Risk
C00772,257,2,7892.72,1,1,1,3,Lost / Inactive
C00773,7,4,22338.53,4,2,2,8,Loyal Customers
C00775,174,1,12966.62,1,1,2,4,At Risk
C00776,7,9,176119.26,4,4,4,12,Champions
C00777,3,40,429957.15,4,4,4,12,Champions
C00778,108,1,6692.32,2,1,1,4,At Risk
C00779,61,6,215649.86000000002,3,3,4,10,Champions
C00780,7,28,201307.66,4,4,4,12,Champions
C00783,22,18,401755.4,4,4,4,12,Champions
C00784,42,5,166449.96000000002,3,3,4,10,Champions
C00785,254,1,11092.4,1,1,2,4,At Risk
C00787,296,1,2146.31,1,1,1,3,Lost / Inactive
C00789,1,9,198349.74,4,4,4,12,Champions
C00790,78,4,10304.9,2,2,1,5,At Risk
C00791,122,4,43429.65,2,2,3,7,Potential Loyalists
C00792,205,1,861.81,1,1,1,3,Lost / Inactive
C00793,96,1,21254.18,2,1,2,5,At Risk
C00795,178,6,43112.96,1,3,3,7,Potential Loyalists
C00796,185,6,26968.48,1,3,2,6,Potential Loyalists
C00797,125,1,13985.62,2,1,2,5,At Risk
C00798,242,3,19436.339999999997,1,2,2,5,At Risk
C00799,33,11,136245.65000000002,3,4,3,10,Champions
C00800,230,2,17617.510000000002,1,1,2,4,At Risk
C00801,104,3,29134.43,2,2,2,6,Potential Loyalists
C00802,105,3,10271.72,2,2,1,5,At Risk
C00803,53,3,16582.89,3,2,2,7,Potential Loyalists
C00804,26,12,54915.82,3,4,3,10,Champions
C00805,21,6,324441.87999999995,4,3,4,11,Champions
C00806,153,3,43637.64,2,2,3,7,Potential Loyalists
C00807,23,14,218801.27,3,4,4,11,Champions
C00808,10,47,935819.42,4,4,4,12,Champions
C00809,351,1,53135.45,1,1,3,5,At Risk
C00810,290,1,1153.35,1,1,1,3,Lost / Inactive
C00811,154,3,32546.08,2,2,2,6,Potential Loyalists
C00813,58,11,138137.16,3,4,4,11,Champions
C00814,12,12,48512.85,4,4,3,11,Champions
C00815,14,7,34496.05,4,3,2,9,Loyal Customers
C00816,16,1,19591.56,4,1,2,7,Potential Loyalists
C00818,97,2,178848.5,2,1,4,7,Potential Loyalists
C00819,1,10,96253.09,4,4,3,11,Champions
C00820,56,2,50082.0,3,1,3,7,Potential Loyalists
C00822,123,3,7996.719999999999,2,2,1,5,At Risk
C00823,1,55,905484.72,4,4,4,12,Champions
C00824,31,5,13866.53,3,3,2,8,Loyal Customers
C00825,4,20,496432.76,4,4,4,12,Champions
C00826,26,5,84036.55,3,3,3,9,Loyal Customers
C00827,79,3,39889.21,2,2,3,7,Potential Loyalists
C00828,13,3,12065.0,4,2,2,8,Loyal Customers
C00829,223,2,30540.71,1,1,2,4,At Risk
C00830,127,5,10540.310000000001,2,3,1,6,Potential Loyalists
C00831,5,10,148002.59,4,4,4,12,Champions
C00832,308,3,9360.37,1,2,1,4,At Risk
C00834,273,4,13272.980000000001,1,2,2,5,At Risk
C00835,23,3,9982.3,3,2,1,6,Potential Loyalists
C00836,56,4,10552.95,3,2,1,6,Potential Loyalists
C00837,59,4,11407.81,3,2,2,7,Potential Loyalists
C00838,22,3,26454.629999999997,4,2,2,8,Loyal Customers
C00840,92,6,42028.92,2,3,3,8,Loyal Customers
C00841,144,9,278868.66000000003,2,4,4,10,Champions
C00842,14,4,26400.67,4,2,2,8,Loyal Customers
C00843,31,15,240774.41000000003,3,4,4,11,Champions
C00846,261,2,5950.35,1,1,1,3,Lost / Inactive
C00848,23,6,9028.23,3,3,1,7,Potential Loyalists
C00849,1,28,383418.32,4,4,4,12,Champions
C00850,60,6,79851.07,3,3,3,9,Loyal Customers
C00851,1,7,373296.16,4,3,4,11,Champions
C00852,128,2,13774.61,2,1,2,5,At Risk
C00854,101,4,29401.11,2,2,2,6,Potential Loyalists
C00855,186,3,21235.260000000002,1,2,2,5,At Risk
C00856,9,21,299633.72000000003,4,4,4,12,Champions
C00857,305,1,463.32,1,1,1,3,Lost / Inactive
C00858,27,4,34586.299999999996,3,2,2,7,Potential Loyalists
C00859,26,14,281935.48,3,4,4,11,Champions
C00860,102,7,146403.45,2,3,4,9,Loyal Customers
C00861,38,34,777386.91,3,4,4,11,Champions
C00862,60,7,25332.98,3,3,2,8,Loyal Customers
C00863,79,3,37318.74,2,2,2,6,Potential Loyalists
C00864,89,7,70543.42,2,3,3,8,Loyal Customers
C00865,447,1,13520.95,1,1,2,4,At Risk
C00866,174,3,171880.9,1,2,4,7,Potential Loyalists
C00867,23,6,137426.99,3,3,3,9,Loyal Customers
C00868,4,8,45841.85,4,3,3,10,Champions
C00869,22,10,80477.7,4,4,3,11,Champions
C00870,4,34,689868.76,4,4,4,12,Champions
C00871,7,12,109444.37,4,4,3,11,Champions
C00872,218,1,13348.2,1,1,2,4,At Risk
C00873,19,7,39897.56,4,3,3,10,Champions
C00874,17,4,60005.39,4,2,3,9,Loyal Customers
C00875,5,38,777695.88,4,4,4,12,Champions
C00876,241,1,5456.07,1,1,1,3,Lost / Inactive
C00878,8,14,409584.45,4,4,4,12,Champions
C00879,246,1,2206.95,1,1,1,3,Lost / Inactive
C00880,33,8,105906.19,3,3,3,9,Loyal Customers
C00881,142,3,3413.17,2,2,1,5,At Risk
C00882,173,4,21622.34,1,2,2,5,At Risk
C00883,44,6,12047.359999999999,3,3,2,8,Loyal Customers
C00884,342,1,947.83,1,1,1,3,Lost / Inactive
C00885,222,5,357246.59,1,3,4,8,Loyal Customers
C00887,141,5,41442.4,2,3,3,8,Loyal Customers
C00888,60,2,5575.66,3,1,1,5,At Risk
C00889,199,3,19241.809999999998,1,2,2,5,At Risk
C00891,261,3,7102.96,1,2,1,4,At Risk
C00892,13,6,261816.1,4,3,4,11,Champions
C00893,10,9,192731.02000000002,4,4,4,12,Champions
C00894,2,4,54425.399999999994,4,2,3,9,Loyal Customers
C00895,275,1,3537.0,1,1,1,3,Lost / Inactive
C00896,217,1,1128.32,1,1,1,3,Lost / Inactive
C00897,93,4,51163.36,2,2,3,7,Potential Loyalists
C00899,81,13,488600.64,2,4,4,10,Champions
C00900,2,5,328010.59,4,3,4,11,Champions
C00901,16,6,175763.90000000002,4,3,4,11,Champions
C00902,6,6,322460.03,4,3,4,11,Champions
C00903,23,18,587682.01,3,4,4,11,Champions
C00904,186,4,122405.92,1,2,3,6,Potential Loyalists
C00905,124,7,234120.47999999998,2,3,4,9,Loyal Customers
C00906,321,1,42508.36,1,1,3,5,At Risk
C00907,233,2,9265.74,1,1,1,3,Lost / Inactive
C00908,7,12,76167.09,4,4,3,11,Champions
C00909,81,2,4573.3099999999995,2,1,1,4,At Risk
C00910,46,7,38987.39,3,3,3,9,Loyal Customers
C00911,37,14,129833.17,3,4,3,10,Champions
C00912,14,8,97579.11,4,3,3,10,Champions
C00913,26,7,43700.65,3,3,3,9,Loyal Customers
C00914,195,7,96451.72,1,3,3,7,Potential Loyalists
C00915,95,7,56066.07,2,3,3,8,Loyal Customers
C00916,31,8,88580.67000000001,3,3,3,9,Loyal Customers
C00917,26,33,289715.63,3,4,4,11,Champions
C00918,127,13,191491.89,2,4,4,10,Champions
C00919,43,8,32795.05,3,3,2,8,Loyal Customers
C00920,176,2,6902.77,1,1,1,3,Lost / Inactive
C00921,15,11,63485.04,4,4,3,11,Champions
C00922,2,10,139087.03999999998,4,4,4,12,Champions
C00923,125,10,166988.88999999998,2,4,4,10,Champions
C00925,25,18,320780.58,3,4,4,11,Champions
C00926,211,1,5164.15,1,1,1,3,Lost / Inactive
C00928,141,2,55814.520000000004,2,1,3,6,Potential Loyalists
C00929,120,7,280054.82,2,3,4,9,Loyal Customers
C00930,346,1,9708.0,1,1,1,3,Lost / Inactive
C00931,19,5,36737.9,4,3,2,9,Loyal Customers
C00933,417,1,4097.9,1,1,1,3,Lost / Inactive
C00934,71,1,20085.16,2,1,2,5,At Risk
C00935,14,8,174467.09000000003,4,3,4,11,Champions
C00938,17,6,71543.0,4,3,3,10,Champions
C00939,182,2,17939.99,1,1,2,4,At Risk
C00940,22,5,42491.38,4,3,3,10,Champions
C00941,253,12,242675.79,1,4,4,9,Loyal Customers
C00942,31,9,40646.61,3,4,3,10,Champions
C00943,57,3,75412.7,3,2,3,8,Loyal Customers
C00944,39,2,24294.390000000003,3,1,2,6,Potential Loyalists
C00945,159,3,286421.37,2,2,4,8,Loyal Customers
C00946,159,1,226607.37,2,1,4,7,Potential Loyalists
C00947,160,2,1951.42,2,1,1,4,At Risk
C00948,141,5,20519.97,2,3,2,7,Potential Loyalists
C00949,178,1,11266.15,1,1,2,4,At Risk
C00950,6,34,405510.98000000004,4,4,4,12,Champions
C00951,81,11,225444.16000000003,2,4,4,10,Champions
C00952,287,2,11838.779999999999,1,1,2,4,At Risk
C00953,28,3,116395.48,3,2,3,8,Loyal Customers
C00954,19,41,587926.7100000001,4,4,4,12,Champions
C00955,188,2,5154.43,1,1,1,3,Lost / Inactive
C00956,2,9,39103.28,4,4,3,11,Champions
C00957,80,5,21168.010000000002,2,3,2,7,Potential Loyalists
C00958,37,11,100445.02,3,4,3,10,Champions
C00959,45,5,187849.47,3,3,4,10,Champions
C00960,214,2,16899.96,1,1,2,4,At Risk
C00962,22,6,142884.3,4,3,4,11,Champions
C00963,27,16,500263.32,3,4,4,11,Champions
C00964,35,1,60683.8,3,1,3,7,Potential Loyalists
C00965,226,2,12164.93,1,1,2,4,At Risk
C00967,41,18,305355.19,3,4,4,11,Champions
C00968,17,6,38620.29,4,3,3,10,Champions
C00969,122,2,6526.48,2,1,1,4,At Risk
C00970,52,1,6990.42,3,1,1,5,At Risk
C00972,87,7,98955.27,2,3,3,8,Loyal Customers
C00973,384,2,11457.38,1,1,2,4,At Risk
C00974,77,2,6541.94,2,1,1,4,At Risk
C00975,6,58,1015895.5800000001,4,4,4,12,Champions
C00976,89,5,57863.59,2,3,3,8,Loyal Customers
C00977,266,7,45072.59,1,3,3,7,Potential Loyalists
C00978,265,1,1872.92,1,1,1,3,Lost / Inactive
C00980,343,2,22782.25,1,1,2,4,At Risk
C00981,37,5,73141.84,3,3,3,9,Loyal Customers
C00982,161,2,26905.75,2,1,2,5,At Risk
C00983,46,10,129126.93000000001,3,4,3,10,Champions
C00984,179,3,22839.14,1,2,2,5,At Risk
C00985,5,3,5798.639999999999,4,2,1,7,Potential Loyalists
C00986,38,13,367787.0,3,4,4,11,Champions
C00987,48,5,142362.13,3,3,4,10,Champions
C00988,379,1,458.1,1,1,1,3,Lost / Inactive
C00990,155,7,29593.579999999998,2,3,2,7,Potential Loyalists
C00991,43,4,245026.44,3,2,4,9,Loyal Customers
C00992,344,1,21254.18,1,1,2,4,At Risk
C00993,72,2,5390.85,2,1,1,4,At Risk
C00994,56,15,81504.62,3,4,3,10,Champions
C00995,3,35,448435.79,4,4,4,12,Champions
C00997,10,7,123270.6,4,3,3,10,Champions
C00998,46,4,26901.04,3,2,2,7,Potential Loyalists
C00999,13,1,3766.1,4,1,1,6,Potential Loyalists
C01001,45,3,224871.45,3,2,4,9,Loyal Customers
C01002,252,4,19210.649999999998,1,2,2,5,At Risk
C01003,27,22,421910.46,3,4,4,11,Champions
C01004,20,2,2954.8999999999996,4,1,1,6,Potential Loyalists
C01005,259,2,3084.39,1,1,1,3,Lost / Inactive
C01007,9,10,219606.72,4,4,4,12,Champions
C01008,15,11,705214.03,4,4,4,12,Champions
C01009,186,3,6655.86,1,2,1,4,At Risk
C01010,93,3,22950.16,2,2,2,6,Potential Loyalists
C01012,224,5,80378.98,1,3,3,7,Potential Loyalists
C01014,255,1,3084.35,1,1,1,3,Lost / Inactive
C01015,141,4,28678.59,2,2,2,6,Potential Loyalists
C01016,7,6,55423.48,4,3,3,10,Champions
C01017,31,3,252455.78,3,2,4,9,Loyal Customers
C01018,9,1,3746.48,4,1,1,6,Potential Loyalists
C01019,121,4,73487.25,2,2,3,7,Potential Loyalists
C01020,21,3,25541.54,4,2,2,8,Loyal Customers
C01022,19,14,553864.9299999999,4,4,4,12,Champions
C01024,258,1,1238.47,1,1,1,3,Lost / Inactive
C01025,102,2,1440.41,2,1,1,4,At Risk
C01026,4,33,657534.0,4,4,4,12,Champions
C01027,129,3,10377.779999999999,2,2,1,5,At Risk
C01028,23,18,326675.68,3,4,4,11,Champions
C01030,27,1,1853.28,3,1,1,5,At Risk
C01031,21,6,59826.19,4,3,3,10,Champions
C01032,66,1,819.58,2,1,1,4,At Risk
C01033,13,2,251926.07,4,1,4,9,Loyal Customers
C01035,148,11,300623.31,2,4,4,10,Champions
C01036,199,3,178787.45,1,2,4,7,Potential Loyalists
C01037,103,2,5303.9,2,1,1,4,At Risk
C01038,15,6,26798.280000000002,4,3,2,9,Loyal Customers
C01039,2,4,19480.53,4,2,2,8,Loyal Customers
C01040,232,1,6310.92,1,1,1,3,Lost / Inactive
C01041,1,1,287.27,4,1,1,6,Potential Loyalists
C01042,200,4,60726.65,1,2,3,6,Potential Loyalists
C01043,245,4,23380.78,1,2,2,5,At Risk
C01044,318,1,936.62,1,1,1,3,Lost / Inactive
C01045,190,5,46885.100000000006,1,3,3,7,Potential Loyalists
C01046,229,2,153718.23,1,1,4,6,Potential Loyalists
C01047,16,16,286077.98000000004,4,4,4,12,Champions
C01048,47,6,34062.33,3,3,2,8,Loyal Customers
C01049,20,4,230065.29,4,2,4,10,Champions
C01050,27,9,151247.7,3,4,4,11,Champions
C01051,2,22,568258.8200000001,4,4,4,12,Champions
C01052,378,2,3649.62,1,1,1,3,Lost / Inactive
C01053,318,1,12702.84,1,1,2,4,At Risk
C01055,50,19,226694.41000000003,3,4,4,11,Champions
C01056,257,1,2206.95,1,1,1,3,Lost / Inactive
C01058,92,3,28893.829999999998,2,2,2,6,Potential Loyalists
C01059,35,11,80954.62999999999,3,4,3,10,Champions
C01060,12,6,275566.64,4,3,4,11,Champions
C01061,35,9,43207.090000000004,3,4,3,10,Champions
C01062,76,6,65717.84,2,3,3,8,Loyal Customers
C01063,72,3,25831.879999999997,2,2,2,6,Potential Loyalists
C01064,126,4,12509.960000000001,2,2,2,6,Potential Loyalists
C01065,407,3,28827.93,1,2,2,5,At Risk
C01066,43,18,203069.63999999998,3,4,4,11,Champions
C01067,32,8,50525.43,3,3,3,9,Loyal Customers
C01068,40,15,60826.009999999995,3,4,3,10,Champions
C01069,53,2,153663.59000000003,3,1,4,8,Loyal Customers
C01070,122,3,14288.419999999998,2,2,2,6,Potential Loyalists
C01071,353,1,2098.56,1,1,1,3,Lost / Inactive
C01072,98,4,40567.15,2,2,3,7,Potential Loyalists
C01073,22,11,308501.64,4,4,4,12,Champions
C01075,2,1,458.1,4,1,1,6,Potential Loyalists
C01076,245,1,10678.56,1,1,1,3,Lost / Inactive
C01077,271,5,101036.82,1,3,3,7,Potential Loyalists
C01078,335,3,33961.04,1,2,2,5,At Risk
C01079,385,1,4607.6,1,1,1,3,Lost / Inactive
C01080,65,15,236898.94000000003,3,4,4,11,Champions
C01081,222,1,15421.75,1,1,2,4,At Risk
C01082,114,2,25106.45,2,1,2,5,At Risk
C01083,184,2,31728.32,1,1,2,4,At Risk
C01084,79,7,35002.12,2,3,2,7,Potential Loyalists
C01085,7,3,28712.96,4,2,2,8,Loyal Customers
C01086,50,16,300619.13,3,4,4,11,Champions
C01087,265,5,13074.81,1,3,2,6,Potential Loyalists
C01088,418,1,936.62,1,1,1,3,Lost / Inactive
C01089,77,1,861.81,2,1,1,4,At Risk
C01090,191,3,69042.95,1,2,3,6,Potential Loyalists
C01091,24,9,184522.17,3,4,4,11,Champions
C01092,38,1,9795.78,3,1,1,5,At Risk
C01093,287,2,17493.84,1,1,2,4,At Risk
C01094,238,2,3033.98,1,1,1,3,Lost / Inactive
C01095,51,14,100971.85,3,4,3,10,Champions
C01096,19,22,355129.72,4,4,4,12,Champions
C01097,72,3,4098.38,2,2,1,5,At Risk
C01098,79,3,123653.01000000001,2,2,3,7,Potential Loyalists
C01099,90,10,90395.8,2,4,3,9,Loyal Customers
C01100,47,8,239724.8,3,3,4,10,Champions
C01101,47,5,204909.29,3,3,4,10,Champions
C01102,44,4,144183.74,3,2,4,9,Loyal Customers
C01103,10,11,323962.2,4,4,4,12,Champions
