marketing_id,date,channel,spend,impressions,clicks,conversions
M000883,2025-10-25,Instagram,39876.61,74611,1273,21
M000884,2022-07-06,Meta Ads,12617.45,179756,12094,109
M000885,2025-10-19,Referral,7376.05,172041,13507,47
M000886,2024-05-10,Meta Ads,15801.14,66379,12976,40
M000887,2022-10-03,Organic Search,15268.26,126425,10902,219
M000888,2022-02-12,Affiliate,32575.31,125883,10777,178
M000889,2022-06-02,Direct,20038.35,142130,13299,241
M000890,2023-12-27,Email,35313.26,50238,9470,233
M000891,2022-03-24,Instagram,30307.09,60660,8056,92
M000892,2024-06-14,Affiliate,12907.66,191507,13584,46
M000893,2022-03-19,Instagram,20679.96,101735,4518,82
M000894,2025-06-14,Affiliate,2426.31,102738,5805,59
M000895,2026-07-07,Meta Ads,18126.42,77631,12270,46
M000896,2025-12-11,Affiliate,17333.14,41743,3271,76
M000897,2024-01-20,Referral,14465.25,57416,3083,118
M000898,2022-11-21,Instagram,13276.53,215415,13876,62
M000899,2023-01-25,Google Ads,17920.88,187958,9065,56
M000900,2023-09-01,Email,25836.2,122039,8751,257
M000901,2025-07-10,Google Ads,37292.4,118623,7320,227
M000902,2022-02-23,Direct,9305.92,275315,1000,58
M000903,2023-02-08,Referral,7735.12,268923,6186,111
M000904,2024-12-31,Instagram,15609.21,258167,8041,198
M000905,2023-06-22,Organic Search,41018.66,250652,594,77
M000906,2022-03-25,Referral,34496.47,106552,3594,52
M000907,2026-02-04,Meta Ads,37125.23,46203,13738,2
M000908,2025-03-22,Google Ads,23145.24,242115,4999,237
M000909,2025-12-01,Affiliate,25924.17,133112,2764,105
M000910,2026-08-21,Meta Ads,24986.91,119124,1670,234
M000911,2024-03-14,Instagram,15837.68,146524,6879,162
M000912,2022-01-02,Meta Ads,3796.23,114346,11269,154
M000913,2023-07-24,Google Ads,34509.11,49479,6024,18
M000914,2025-08-11,Organic Search,27954.16,128014,2409,194
M000915,2024-03-08,Meta Ads,4399.93,214205,9034,176
M000916,2022-09-02,Referral,26396.96,209234,4354,93
M000917,2024-07-16,Google Ads,12368.29,30659,1434,142
M000918,2024-10-20,Email,26376.83,113627,8512,207
M000919,2022-07-28,Direct,15553.63,200460,12796,234
M000920,2023-10-18,Instagram,24693.48,187728,8458,248
M000921,2023-12-06,Email,21149.37,103703,3278,224
M000922,2025-01-01,Affiliate,6624.84,4069,3575,9
M000923,2026-04-07,Instagram,28737.66,253757,7647,103
M000924,2022-08-06,Direct,4079.15,28405,13782,14
M000925,2024-09-13,Direct,5318.12,218914,4037,164
M000926,2023-07-04,Direct,2669.6,116150,2012,73
M000927,2024-10-20,Instagram,26364.5,141030,12732,174
M000928,2026-02-28,Referral,33861.78,173024,10602,8
M000929,2026-06-12,Referral,22210.83,69625,8994,231
M000930,2022-06-28,Direct,35711.29,241101,5209,206
M000931,2024-04-17,Direct,15781.02,54339,6487,90
M000932,2022-08-07,Instagram,21718.57,92623,1117,7
M000933,2023-04-07,Google Ads,37961.76,131045,11034,17
M000934,2025-08-27,Meta Ads,19888.8,65983,7458,219
M000935,2023-05-29,Instagram,24820.87,23503,12951,210
M000936,2023-10-31,Organic Search,21844.8,154695,5078,125
M000937,2026-02-11,Organic Search,10754.37,138913,5558,84
M000938,2022-09-10,Affiliate,5439.09,15069,12690,175
M000939,2026-04-16,Email,36852.66,93335,8488,255
M000940,2022-01-19,Affiliate,26792.06,173486,3384,82
M000941,2024-02-02,Direct,29431.15,9825,9230,189
M000942,2025-06-03,Google Ads,24528.33,281746,5753,125
M000943,2022-01-17,Organic Search,27495.39,285265,10862,247
M000944,2022-10-13,Organic Search,36100.05,247204,10604,158
M000945,2023-08-26,Affiliate,1139.3,211080,7443,219
M000946,2024-04-01,Google Ads,26802.3,61271,4689,118
M000947,2025-01-24,Referral,21913.72,240667,2837,251
M000948,2025-05-25,Instagram,31410.39,105380,10648,45
M000949,2024-11-04,Referral,34321.68,280763,8716,158
M000950,2022-03-03,Instagram,14433.91,289415,9221,18
M000951,2025-04-02,Organic Search,24457.87,296748,7161,205
M000952,2026-04-07,Instagram,41890.01,274595,8886,217
M000953,2024-07-16,Google Ads,34272.25,252617,4942,112
M000954,2022-04-01,Meta Ads,10521.52,22773,2338,219
M000955,2022-12-24,Affiliate,18978.46,246943,10109,23
M000956,2024-08-05,Meta Ads,26938.5,109385,13044,90
M000957,2025-10-21,Direct,8382.02,6818,10368,87
M000958,2024-12-15,Meta Ads,36887.16,119880,11564,118
M000959,2026-08-10,Referral,16568.4,71263,10768,75
M000960,2026-01-19,Organic Search,10593.79,29575,2432,96
M000961,2023-11-18,Direct,8852.74,95294,8813,135
M000962,2022-10-01,Direct,21228.58,57808,13439,46
M000963,2025-06-20,Direct,5095.6,16603,5101,99
M000964,2025-09-16,Google Ads,29296.16,172869,4949,43
M000965,2023-05-02,Email,19361.06,10371,3836,196
M000966,2022-05-04,Instagram,39832.2,76280,8159,148
M000967,2025-04-11,Instagram,30731.76,78207,8242,186
M000968,2022-06-14,Organic Search,1729.77,226017,12030,132
M000969,2024-08-27,Google Ads,19294.44,271915,4672,229
M000970,2025-07-22,Referral,31193.4,129483,2062,20
M000971,2025-05-21,Organic Search,41645.69,110130,4106,19
M000972,2024-03-29,Email,2825.74,271705,451,168
M000973,2024-08-15,Email,14310.18,83699,227,219
M000974,2022-05-01,Instagram,19504.14,71380,11274,159
M000975,2024-09-20,Instagram,17458.01,274715,6457,57
M000976,2023-11-01,Meta Ads,18639.62,286819,547,47
M000977,2023-01-24,Meta Ads,17073.26,105892,1962,177
M000978,2023-08-04,Direct,11842.72,95735,2306,174
M000979,2026-04-24,Direct,8700.03,258373,2912,115
M000980,2025-04-29,Organic Search,27925.27,12279,9772,167
M000981,2022-12-13,Organic Search,33580.39,201402,6478,140
M000982,2026-02-21,Referral,39703.31,174449,8682,225
M000983,2023-01-11,Organic Search,24707.87,272982,6819,216
M000984,2026-07-01,Meta Ads,26562.36,216130,11325,7
M000985,2024-08-20,Affiliate,3224.58,16167,1943,5
M000986,2025-10-11,Instagram,35034.64,6479,10855,26
M000987,2022-04-13,Instagram,22879.8,151669,4724,113
M000988,2022-09-19,Meta Ads,33799.78,164403,12067,77
M000989,2025-10-14,Meta Ads,10628.44,298840,8435,208
M000990,2024-11-12,Organic Search,32507.92,117977,10640,228
M000991,2024-02-08,Organic Search,29806.05,248295,9611,78
M000992,2026-08-24,Email,12030.46,134423,12737,42
M000993,2022-08-03,Direct,11320.68,47566,7201,106
M000994,2022-07-14,Instagram,14481.61,137328,3336,222
M000995,2024-01-30,Referral,8173.33,46482,2833,144
M000996,2023-09-15,Direct,22352.41,136634,5147,176
M000997,2025-05-23,Organic Search,18828.94,215208,9298,73
M000998,2022-07-06,Email,8449.35,110807,4097,202
M000999,2025-04-22,Organic Search,37579.03,174621,765,81
M001000,2022-08-23,Google Ads,29082.03,173054,250,155
M001001,2024-07-20,Referral,25831.41,172651,8909,68
M001002,2026-05-08,Organic Search,3319.58,176932,3011,184
M001003,2023-06-12,Instagram,23817.11,226744,4649,70
M001004,2024-09-30,Instagram,957.65,199679,12320,71
M001005,2024-12-28,Referral,29047.25,79487,541,93
M001006,2024-12-31,Meta Ads,31947.51,206109,326,257
M001007,2023-02-06,Direct,16849.32,149837,9147,37
M001008,2022-08-22,Google Ads,2610.24,265335,4632,158
M001009,2024-10-24,Affiliate,27916.81,116068,11094,101
M001010,2023-12-28,Instagram,19396.64,194209,253,107
M001011,2022-02-15,Email,6291.59,224312,12499,236
M001012,2023-02-08,Email,39492.15,89980,2978,120
M001013,2026-06-22,Direct,1201.81,138127,1131,222
M001014,2023-09-18,Google Ads,40352.07,45484,2891,226
M001015,2024-09-06,Meta Ads,32887.78,262765,8036,14
M001016,2023-01-22,Meta Ads,1616.89,197287,728,222
M001017,2022-03-26,Email,37435.72,274911,2831,121
M001018,2024-09-17,Organic Search,7586.31,20305,10716,200
M001019,2025-11-11,Affiliate,13190.66,173657,766,35
M001020,2024-02-24,Google Ads,32023.93,45732,13596,54
M001021,2023-09-06,Organic Search,11784.81,46016,4159,111
M001022,2025-09-10,Google Ads,34889.61,19923,5503,107
M001023,2022-10-13,Instagram,36654.53,286013,13423,18
M001024,2023-03-21,Google Ads,11097.75,115810,11820,217
M001025,2025-04-07,Direct,29542.18,60150,4926,210
M001026,2022-12-30,Referral,37328.63,165333,6745,53
M001027,2026-05-08,Direct,7680.22,258538,2543,13
M001028,2022-02-28,Organic Search,3745.25,14885,12324,218
M001029,2026-07-15,Email,13355.63,119854,8460,201
M001030,2024-08-02,Meta Ads,36092.8,70036,12642,210
M001031,2023-05-29,Affiliate,38938.03,160056,11702,109
M001032,2024-04-15,Google Ads,36179.74,279432,7406,208
M001033,2026-03-19,Meta Ads,39964.43,203585,13193,236
M001034,2022-09-30,Affiliate,24039.97,294642,5089,121
M001035,2025-10-27,Affiliate,10804.37,166185,12810,26
M001036,2024-03-05,Email,15601.83,155403,10134,253
M001037,2026-08-13,Direct,3643.95,139525,280,50
M001038,2023-04-03,Instagram,5294.17,259571,10617,153
M001039,2026-05-15,Email,33925.03,85924,1746,30
M001040,2026-08-01,Direct,4084.9,188183,10180,203
M001041,2026-08-29,Meta Ads,6058.79,112494,10122,34
M001042,2026-07-31,Organic Search,20408.38,267464,8409,159
M001043,2025-08-08,Affiliate,23829.11,92450,10012,19
M001044,2022-11-20,Organic Search,5720.79,41327,5470,132
M001045,2022-03-31,Referral,8973.79,105547,6727,9
M001046,2025-07-01,Direct,29481.0,46856,6482,196
M001047,2022-10-14,Organic Search,21614.65,178292,13776,151
M001048,2026-03-19,Meta Ads,20724.88,104692,4620,84
M001049,2024-07-05,Meta Ads,41711.36,247540,6037,92
M001050,2025-10-01,Google Ads,32014.13,264676,8920,133
M001051,2022-04-01,Referral,19472.32,284421,6690,90
M001052,2022-10-22,Google Ads,25727.91,76620,2837,132
M001053,2024-01-25,Organic Search,14547.65,278415,7649,62
M001054,2024-05-17,Affiliate,36048.43,189159,13699,245
M001055,2026-05-23,Affiliate,34489.69,225780,944,63
M001056,2022-06-16,Affiliate,4540.22,108405,7735,252
M001057,2022-05-09,Affiliate,6094.87,161105,13749,174
M001058,2024-01-20,Affiliate,6344.88,16889,2457,199
M001059,2023-10-21,Referral,4183.92,190912,7610,189
M001060,2025-06-09,Affiliate,38639.18,289174,2064,166
M001061,2026-08-24,Direct,35917.61,125370,173,245
M001062,2022-12-16,Meta Ads,7192.93,76494,6245,168
M001063,2022-07-13,Affiliate,2255.72,12248,4909,78
M001064,2023-03-04,Referral,7116.6,265512,4414,164
M001065,2022-04-03,Email,11321.34,185851,3986,165
M001066,2025-12-10,Referral,36837.83,283132,4667,164
M001067,2025-09-03,Google Ads,20636.13,123235,2516,238
M001068,2025-05-05,Referral,993.04,106763,9087,188
M001069,2026-04-13,Direct,13402.48,47022,13973,203
M001070,2024-04-19,Referral,35067.16,116927,11130,13
M001071,2023-05-09,Direct,37327.93,249492,440,41
M001072,2025-12-25,Google Ads,37778.27,220049,4907,121
M001073,2022-10-01,Google Ads,17095.01,198677,424,213
M001074,2022-04-19,Google Ads,7714.64,287356,8113,104
M001075,2025-04-17,Organic Search,19674.43,180709,1339,128
M001076,2025-07-04,Email,5729.17,265176,7058,203
M001077,2022-01-20,Direct,3959.45,242764,5126,115
M001078,2023-08-14,Instagram,12796.28,96920,5248,50
M001079,2026-03-08,Google Ads,7873.72,206026,10209,256
M001080,2025-07-22,Organic Search,9940.2,121114,11062,146
M001081,2024-07-03,Organic Search,41235.06,115371,3742,62
M001082,2025-11-29,Email,38645.91,207238,13672,238
M001083,2026-04-20,Direct,31586.98,212339,2814,222
M001084,2022-06-14,Direct,5814.74,263216,13996,198
M001085,2022-11-01,Instagram,11957.57,195491,13895,12
M001086,2024-12-17,Email,3958.7,174855,6280,145
M001087,2024-01-22,Referral,15356.14,203748,1209,205
M001088,2023-09-10,Meta Ads,21603.58,13487,6011,258
M001089,2022-04-13,Instagram,10493.1,287389,7646,54
M001090,2022-09-26,Instagram,854.27,221908,6796,253
M001091,2025-12-08,Referral,17552.36,114347,3819,95
M001092,2022-01-16,Direct,9801.28,175123,6292,258
M001093,2025-12-22,Organic Search,9193.93,91865,10782,26
M001094,2024-11-21,Google Ads,19662.51,237945,9394,131
M001095,2023-08-16,Referral,3142.48,288874,7866,114
M001096,2024-01-17,Meta Ads,40345.71,36603,5074,68
M001097,2023-10-29,Direct,19307.8,35623,9120,48
M001098,2023-07-17,Google Ads,36762.81,299851,4415,70
M001099,2024-09-23,Organic Search,14661.98,98584,2295,68
M001100,2025-12-05,Meta Ads,15148.37,70490,5018,67
M001101,2025-02-14,Meta Ads,17037.49,30854,9974,119
M001102,2025-12-18,Google Ads,5459.45,297247,6841,185
M001103,2026-02-13,Referral,26265.41,41223,9355,30
M001104,2024-10-17,Google Ads,6734.9,229939,6239,154
M001105,2025-10-15,Google Ads,3432.97,247648,4168,30
M001106,2024-01-02,Email,20957.88,35166,9811,219
M001107,2025-05-18,Organic Search,40637.53,166609,3726,83
M001108,2026-03-22,Direct,25920.83,159040,11034,68
M001109,2026-08-15,Email,2436.93,230767,10137,163
M001110,2022-06-08,Google Ads,38827.43,147566,1624,200
M001111,2024-05-13,Google Ads,26598.06,178345,10937,157
M001112,2024-04-21,Direct,30511.38,69018,4839,3
M001113,2025-02-20,Organic Search,5789.5,227543,3334,40
M001114,2026-07-29,Email,16668.92,38780,11890,45
M001115,2024-09-30,Instagram,20436.71,80966,6832,170
M001116,2022-05-10,Google Ads,9703.37,97231,4547,186
M001117,2026-06-16,Organic Search,25982.8,31714,12450,223
M001118,2022-04-20,Referral,34852.28,67152,4952,86
M001119,2022-12-01,Referral,17069.81,237542,1970,28
M001120,2026-02-18,Organic Search,11147.53,233675,10264,175
M001121,2023-06-16,Affiliate,30155.25,138556,1629,199
M001122,2023-07-08,Direct,20098.14,271107,12131,40
M001123,2023-08-20,Affiliate,38338.47,173796,7052,33
M001124,2024-12-31,Meta Ads,26820.94,221147,5908,153
M001125,2022-07-21,Affiliate,21651.49,289026,12976,32
M001126,2025-10-21,Referral,9363.48,165965,12127,198
M001127,2025-10-18,Meta Ads,7288.84,219528,7364,207
M001128,2025-07-06,Organic Search,19601.79,76473,3552,5
M001129,2026-01-25,Google Ads,19430.81,97725,1924,227
M001130,2024-07-06,Direct,27848.75,92493,9516,211
M001131,2022-02-14,Affiliate,34251.64,199939,11848,256
M001132,2022-07-16,Google Ads,16547.15,128867,6843,3
M001133,2022-11-02,Google Ads,24141.17,153186,1355,67
M001134,2024-12-06,Google Ads,6077.61,116674,5697,33
M001135,2023-03-20,Meta Ads,8739.56,84751,13688,94
M001136,2022-03-16,Direct,41418.03,228506,12922,204
M001137,2025-03-18,Referral,12817.35,209174,9897,41
M001138,2022-08-16,Referral,5456.12,180658,13904,11
M001139,2023-12-28,Direct,10403.02,150765,3470,253
M001140,2023-11-28,Affiliate,33117.01,113442,12072,7
M001141,2022-06-16,Email,18617.04,158723,3359,154
M001142,2026-02-10,Google Ads,4672.43,66269,6036,227
M001143,2023-02-04,Referral,9979.38,220505,11370,159
M001144,2026-05-08,Email,10549.16,114436,10463,114
M001145,2022-08-03,Instagram,37375.16,299737,9061,7
M001146,2025-12-30,Meta Ads,32557.16,276658,13952,153
M001147,2022-05-18,Referral,3812.59,255224,8609,161
M001148,2024-02-02,Email,20903.48,224112,13344,112
M001149,2026-06-25,Email,16278.61,253524,12250,231
M001150,2024-09-27,Email,6476.49,136067,5948,118
M001151,2024-02-12,Instagram,11715.56,220541,13797,139
M001152,2023-09-10,Meta Ads,8451.34,237638,2546,179
M001153,2025-08-09,Organic Search,38002.57,100777,1840,16
M001154,2022-12-02,Instagram,26292.05,21935,5384,213
M001155,2022-07-10,Instagram,23139.23,155793,5362,93
M001156,2023-02-19,Email,22648.29,273565,9519,115
M001157,2023-09-05,Organic Search,11613.13,230485,2678,204
M001158,2025-12-14,Instagram,19785.62,105102,10187,158
M001159,2023-12-13,Direct,25169.71,199439,2326,59
M001160,2026-04-19,Email,4587.9,136654,12378,173
M001161,2025-11-06,Direct,17686.57,92765,11529,147
M001162,2026-05-23,Instagram,1488.85,208635,7473,104
M001163,2026-02-07,Referral,20406.02,293509,508,230
M001164,2023-12-25,Meta Ads,37660.26,251899,700,144
M001165,2024-06-02,Referral,18879.86,10831,11039,86
M001166,2026-02-02,Meta Ads,18762.1,185065,11994,250
M001167,2025-08-31,Email,32487.77,66063,11137,199
M001168,2025-02-09,Direct,37439.91,285150,1837,195
M001169,2024-07-13,Email,24068.79,101331,1267,107
M001170,2022-12-31,Direct,27512.06,290294,5965,16
M001171,2025-10-11,Google Ads,32860.79,236511,1704,7
M001172,2023-08-13,Meta Ads,4003.16,232486,5386,226
M001173,2024-03-16,Instagram,23536.64,95693,3334,28
M001174,2024-02-27,Organic Search,41167.16,92715,8005,124
M001175,2024-07-12,Google Ads,8330.96,285081,8670,53
M001176,2026-06-28,Direct,41596.66,173070,6060,39
M001177,2024-01-26,Email,18793.34,198795,7795,238
M001178,2023-08-04,Direct,25941.72,66998,8430,135
M001179,2022-03-21,Organic Search,34726.1,125481,8572,97
M001180,2024-08-29,Meta Ads,31438.37,254371,11639,185
M001181,2026-08-04,Referral,16346.82,242789,6146,168
M001182,2022-11-25,Instagram,2391.66,51506,10347,29
M001183,2024-05-23,Referral,33703.55,276255,6449,208
M001184,2022-05-08,Affiliate,18054.1,144151,1748,129
M001185,2022-06-06,Meta Ads,24338.05,174790,11064,173
M001186,2022-12-05,Instagram,26948.15,253114,8024,134
M001187,2026-06-10,Meta Ads,41162.95,144725,2927,83
M001188,2024-09-04,Meta Ads,29281.37,268894,9267,197
M001189,2024-06-16,Affiliate,30602.06,128740,7207,81
M001190,2026-04-10,Direct,19170.36,120084,5756,181
M001191,2022-05-01,Google Ads,22218.69,135012,9179,51
M001192,2024-02-03,Email,26709.74,182944,6936,143
M001193,2026-08-25,Instagram,41977.87,135696,4945,73
M001194,2025-09-22,Instagram,11430.48,222275,13806,193
M001195,2026-08-27,Email,14168.63,144192,939,8
M001196,2022-04-21,Instagram,21376.94,159055,13783,10
M001197,2026-05-09,Meta Ads,22857.72,224127,11183,63
M001198,2023-05-21,Affiliate,35681.62,41222,1691,179
M001199,2023-07-02,Referral,37474.75,91312,13364,179
M001200,2026-04-27,Organic Search,6623.91,208565,10064,7
M001201,2022-11-22,Organic Search,23457.87,70173,9901,142
M001202,2024-06-05,Referral,4655.7,40716,10318,100
M001203,2022-12-17,Meta Ads,13396.2,64190,7362,214
M001204,2022-01-09,Organic Search,28717.95,230977,890,99
M001205,2026-03-29,Instagram,29556.83,209846,4223,139
M001206,2024-05-13,Organic Search,15764.47,56133,710,44
M001207,2023-11-28,Organic Search,7383.53,151384,3586,129
M001208,2023-07-18,Affiliate,11265.31,97658,10254,124
M001209,2024-11-21,Instagram,36935.91,185233,13884,250
M001210,2025-01-21,Direct,30440.7,120129,13637,41
M001211,2022-05-24,Google Ads,41565.37,46792,12973,183
M001212,2026-06-29,Organic Search,26945.49,4310,8306,128
M001213,2022-04-12,Referral,37551.7,76329,5974,234
M001214,2024-10-23,Affiliate,25307.68,36153,8065,211
M001215,2025-03-12,Direct,7269.58,168538,8945,64
M001216,2023-11-25,Google Ads,41212.66,26445,4286,61
M001217,2025-04-16,Google Ads,20200.73,263368,11115,72
M001218,2023-05-16,Instagram,21470.21,58476,9351,135
M001219,2023-04-12,Organic Search,38448.1,18550,11728,83
M001220,2022-12-20,Meta Ads,2346.94,12547,4557,227
M001221,2025-06-06,Direct,14644.67,146420,5797,245
M001222,2024-01-12,Affiliate,23896.41,54674,13565,170
M001223,2022-11-07,Meta Ads,14731.0,249877,8386,164
M001224,2022-04-19,Google Ads,10453.56,139453,8698,24
M001225,2025-05-11,Meta Ads,34703.54,244318,5844,226
M001226,2022-07-15,Affiliate,29090.06,222689,8356,7
M001227,2025-06-21,Instagram,2012.38,286315,8866,40
M001228,2023-09-13,Google Ads,24900.23,285935,5450,217
M001229,2026-04-28,Affiliate,37892.27,55584,7885,161
M001230,2025-01-14,Google Ads,959.91,79066,13799,238
M001231,2022-06-23,Instagram,39064.63,128759,10000,193
M001232,2024-03-03,Affiliate,7891.81,175158,8562,179
M001233,2023-09-15,Instagram,35887.09,42600,7237,51
M001234,2026-04-20,Referral,16522.76,6027,11428,233
M001235,2024-04-18,Referral,9247.73,155453,10340,67
M001236,2024-11-12,Google Ads,22248.94,44908,3315,164
M001237,2026-01-29,Email,16162.68,294382,12655,194
M001238,2022-01-07,Meta Ads,21584.77,73664,4644,197
M001239,2024-03-03,Google Ads,22411.62,267380,6412,36
M001240,2024-07-22,Direct,13013.28,153816,9876,104
M001241,2026-07-02,Google Ads,38190.49,253163,10660,227
M001242,2025-11-09,Instagram,40437.46,25804,945,156
M001243,2025-07-08,Instagram,27855.57,26796,13455,32
M001244,2024-04-20,Affiliate,41631.06,236206,2669,76
M001245,2026-04-20,Email,4185.21,169393,13548,59
M001246,2025-12-04,Organic Search,34271.52,271785,5074,150
M001247,2024-07-18,Google Ads,3531.31,123060,7533,97
M001248,2025-03-27,Google Ads,28009.11,152628,9525,202
M001249,2023-09-15,Google Ads,35138.6,87622,1920,207
M001250,2024-10-02,Instagram,14618.28,156363,5394,74
M001251,2023-01-12,Meta Ads,38734.53,177164,11396,23
M001252,2023-09-18,Organic Search,19569.88,260753,8098,134
M001253,2022-12-03,Meta Ads,19367.71,250620,6748,38
M001254,2026-02-27,Email,2334.78,212011,7857,171
M001255,2025-09-04,Email,24075.07,49083,10112,197
M001256,2023-08-08,Affiliate,31093.85,276636,8978,212
M001257,2026-06-04,Email,15150.12,24139,1830,9
M001258,2022-12-18,Affiliate,34874.15,90486,10260,171
M001259,2024-01-10,Direct,41484.0,153053,5593,167
M001260,2023-05-20,Email,36138.32,272724,11404,62
M001261,2025-01-02,Organic Search,41314.36,231592,5276,2
M001262,2022-04-06,Google Ads,12676.2,144036,3698,58
M001263,2023-11-12,Affiliate,31557.0,167899,4250,118
M001264,2025-03-28,Instagram,34529.42,159753,4405,50
M001265,2024-10-17,Meta Ads,21458.76,137345,10602,199
M001266,2025-10-27,Organic Search,7439.49,256808,12932,152
M001267,2022-08-16,Google Ads,4295.61,135985,8701,159
M001268,2024-12-05,Referral,24273.09,23861,5835,7
M001269,2023-12-13,Google Ads,1013.82,275159,832,230
M001270,2026-07-09,Meta Ads,28351.46,273969,9746,86
M001271,2023-03-06,Direct,36575.22,27657,7305,148
M001272,2023-08-07,Affiliate,23336.89,274498,7381,61
M001273,2023-07-11,Direct,24548.51,140868,1893,72
M001274,2022-02-28,Email,4337.01,194252,8220,160
M001275,2024-07-07,Meta Ads,41946.26,174792,7486,208
M001276,2024-05-02,Organic Search,34088.28,251191,7704,172
M001277,2023-12-10,Affiliate,5770.98,297962,11417,17
M001278,2025-10-14,Affiliate,17954.26,7345,11099,229
M001279,2023-07-30,Google Ads,20192.76,88134,5950,87
M001280,2023-03-12,Email,5897.38,67515,10151,251
M001281,2024-02-09,Referral,36209.55,219840,7556,157
M001282,2026-02-16,Email,40426.61,273730,5860,16
M001283,2026-06-29,Referral,39584.62,141366,8485,30
M001284,2023-08-14,Referral,37053.91,16692,10971,44
M001285,2025-01-15,Meta Ads,3892.04,35855,144,125
M001286,2026-01-24,Email,4245.36,8689,8558,57
M001287,2022-02-20,Affiliate,5645.66,7899,5403,195
M001288,2022-11-28,Referral,4329.74,12238,4474,140
M001289,2022-01-16,Meta Ads,25994.31,64786,10583,157
M001290,2023-12-31,Google Ads,18135.52,31970,11760,235
M001291,2026-02-16,Direct,6891.31,9570,3537,113
M001292,2022-05-15,Affiliate,35922.63,80772,12632,94
M001293,2022-06-11,Organic Search,33175.64,276965,3551,200
M001294,2024-08-22,Referral,31813.49,134291,4290,17
M001295,2023-01-18,Meta Ads,34917.02,155680,7159,61
M001296,2023-05-07,Instagram,32249.68,41953,8550,209
M001297,2023-01-04,Google Ads,32087.81,56378,2982,30
M001298,2024-05-15,Organic Search,36477.77,252758,160,109
M001299,2024-06-15,Meta Ads,14159.8,13353,3016,189
M001300,2022-11-17,Google Ads,20878.72,179396,4567,91
M001301,2022-11-13,Instagram,36830.02,289524,13295,153
M001302,2025-09-14,Direct,34476.7,257204,13880,152
M001303,2026-07-10,Instagram,35177.65,232593,10366,209
M001304,2024-10-01,Email,36688.39,287716,3002,113
M001305,2022-01-10,Google Ads,17105.23,35325,12442,220
M001306,2026-01-21,Direct,40790.75,296281,1916,60
M001307,2024-02-08,Organic Search,27030.17,235478,12833,28
M001308,2022-01-17,Instagram,9575.38,212982,7193,21
M001309,2022-11-03,Referral,17129.08,54135,7723,174
M001310,2024-11-26,Instagram,3357.17,123472,10034,58
M001311,2022-05-04,Affiliate,2145.33,254557,5634,24
M001312,2023-10-20,Direct,1638.71,199130,13919,226
M001313,2026-04-19,Organic Search,16945.57,150862,2655,5
M001314,2025-03-26,Affiliate,37487.59,221484,10726,29
M001315,2024-08-25,Meta Ads,2477.58,260640,4943,230
M001316,2023-05-03,Referral,24811.18,239532,8757,80
M001317,2022-02-24,Organic Search,23882.21,28385,6934,25
M001318,2024-04-27,Meta Ads,31297.86,27396,12720,37
M001319,2023-03-01,Email,26980.77,160443,5594,221
M001320,2023-01-12,Instagram,7993.48,119741,364,9
M001321,2022-06-25,Direct,35570.4,6677,2616,64
M001322,2025-01-31,Direct,10335.73,146954,9166,107
M001323,2023-05-14,Instagram,20276.32,36058,1341,181
M001324,2022-07-04,Google Ads,38750.22,23023,9808,225
M001325,2023-05-23,Affiliate,1674.89,258495,4607,182
M001326,2025-11-13,Affiliate,3490.14,270145,8517,206
M001327,2023-03-28,Instagram,30975.7,250246,5450,21
M001328,2025-10-05,Meta Ads,22794.92,125283,8007,117
M001329,2022-03-07,Organic Search,14603.41,191273,5676,180
M001330,2026-04-23,Organic Search,1431.74,20769,9780,243
M001331,2023-07-29,Organic Search,30354.41,231942,13901,41
M001332,2025-10-07,Instagram,11234.81,74062,6184,143
M001333,2025-12-16,Google Ads,22371.42,256432,13987,93
M001334,2026-06-12,Email,38332.96,231196,290,181
M001335,2023-10-01,Meta Ads,8601.0,103668,11835,90
M001336,2025-05-19,Meta Ads,19446.64,72572,166,212
M001337,2023-06-12,Organic Search,25888.95,220883,7522,202
M001338,2024-03-22,Email,21911.29,58768,926,69
M001339,2024-09-11,Google Ads,32912.95,21558,8754,156
M001340,2025-10-27,Meta Ads,18063.31,69646,10028,77
M001341,2024-06-07,Email,6698.05,246034,8023,150
M001342,2023-09-09,Affiliate,19123.92,73614,5843,37
M001343,2023-08-17,Referral,29622.29,53819,10141,63
M001344,2025-08-11,Affiliate,9062.94,21334,6107,96
M001345,2022-01-21,Meta Ads,20774.3,81733,901,56
M001346,2023-01-06,Affiliate,31324.22,51143,758,5
M001347,2024-05-03,Google Ads,7981.38,20134,4710,142
M001348,2023-12-20,Direct,2839.49,146858,7830,103
M001349,2025-12-09,Organic Search,23091.68,121066,13192,134
M001350,2026-04-13,Direct,27571.83,19786,6621,130
M001351,2025-12-21,Google Ads,1987.66,253046,7893,82
M001352,2025-05-29,Organic Search,16969.71,233902,12912,115
M001353,2022-10-19,Google Ads,8209.12,80906,5426,166
M001354,2025-05-23,Organic Search,40073.22,220846,645,55
M001355,2023-02-18,Organic Search,39619.17,31863,9084,92
M001356,2025-07-05,Meta Ads,4037.18,256791,2525,111
M001357,2024-12-12,Direct,3522.47,52884,9269,155
M001358,2022-03-26,Instagram,15303.55,32914,11100,234
M001359,2025-04-04,Affiliate,25035.43,207431,12971,215
M001360,2024-03-09,Affiliate,39732.51,201464,11881,119
M001361,2023-07-29,Referral,33639.44,226431,10521,248
