order_id,customer_id,order_date,payment_method,marketing_channel,order_status,subtotal,discount,shipping_revenue,revenue,cost,profit
O0006780,C002601,2025-01-09,Debit Card,Direct,Completed,5162.91,240.38,0,4922.53,3671.95,1250.58
O0006781,C002807,2024-11-06,Credit Card,Organic Search,Completed,1197.88,198.7,99,1098.17,611.74,486.43
O0006782,C001119,2025-12-31,Credit Card,Email,Completed,4340.07,490.15,0,3849.92,1836.74,2013.18
O0006783,C000912,2024-08-31,Credit Card,Email,Completed,162.47,25.46,99,236.01,101.05,134.96
O0006784,C003995,2026-08-28,UPI,Organic Search,Completed,2591.18,263.59,0,2327.59,1925.7,401.89
O0006785,C000218,2024-07-28,Debit Card,Meta Ads,Completed,1080.66,205.53,99,974.13,718.16,255.97
O0006786,C003729,2026-01-30,Credit Card,Google Ads,Completed,1035.5,103.41,99,1031.09,626.64,404.45
O0006787,C003745,2026-05-17,Debit Card,Direct,Completed,28384.8,0.0,0,28384.8,15336.0,13048.8
O0006788,C003659,2026-05-24,Credit Card,Email,Completed,13889.9,1496.82,0,12393.08,7975.58,4417.5
O0006789,C003100,2026-01-13,UPI,Direct,Completed,16254.57,3306.69,0,12947.88,8452.59,4495.29
O0006790,C004344,2022-11-15,Debit Card,Organic Search,Cancelled,17413.12,872.41,0,16540.71,8920.87,7619.84
O0006791,C004843,2023-06-11,PayPal,Email,Refunded,30262.02,3015.33,0,27246.69,19624.52,7622.17
O0006792,C000974,2023-01-12,Credit Card,Meta Ads,Completed,4943.85,371.89,0,4571.96,2651.28,1920.68
O0006793,C001722,2022-09-02,UPI,Email,Completed,1846.2,209.73,99,1735.47,1255.23,480.24
O0006794,C004279,2022-08-24,PayPal,Affiliate,Completed,9862.11,1355.63,0,8506.48,7399.86,1106.62
O0006795,C004269,2023-01-09,UPI,Google Ads,Completed,4916.04,201.68,0,4714.36,3269.97,1444.39
O0006796,C004203,2026-01-28,Credit Card,Direct,Completed,26141.17,3947.14,0,22194.03,16106.71,6087.32
O0006797,C002803,2025-12-15,Credit Card,Organic Search,Completed,760.6,124.03,99,735.57,402.32,333.25
O0006798,C003786,2022-05-14,Debit Card,Direct,Processing,4885.08,469.01,0,4416.07,3651.18,764.89
O0006799,C002013,2026-04-03,PayPal,Affiliate,Completed,1594.4,176.78,99,1516.62,963.28,553.34
O0006800,C003040,2024-05-04,Credit Card,Meta Ads,Returned,227.67,24.06,99,302.61,114.61,188.0
O0006801,C001775,2025-03-08,UPI,Google Ads,Completed,3162.14,259.19,0,2902.95,1716.39,1186.56
O0006802,C004062,2026-01-02,Credit Card,Affiliate,Returned,6807.37,851.23,0,5956.14,3679.43,2276.71
O0006803,C002633,2026-04-27,Credit Card,Email,Returned,1683.52,67.93,99,1714.59,1190.24,524.35
O0006804,C001818,2025-10-22,Debit Card,Organic Search,Completed,4052.63,500.0,0,3552.63,2128.02,1424.61
O0006805,C001775,2023-10-25,UPI,Meta Ads,Completed,4372.95,671.97,0,3700.99,2133.25,1567.74
O0006806,C001103,2026-08-28,Credit Card,Direct,Completed,17906.07,2537.59,0,15368.48,11106.96,4261.52
O0006807,C001775,2022-03-16,UPI,Organic Search,Completed,912.45,67.31,99,944.14,478.39,465.75
O0006808,C001982,2024-08-16,Debit Card,Meta Ads,Completed,31798.82,6142.28,0,25656.54,18596.32,7060.22
O0006809,C002300,2024-09-27,Cash on Delivery,Direct,Completed,548.9,0.0,99,647.9,354.0,293.9
O0006810,C004998,2022-09-19,UPI,Email,Completed,69248.54,2278.92,0,66969.62,40603.31,26366.31
O0006811,C000367,2023-11-30,Credit Card,Email,Processing,1956.98,251.36,99,1804.61,1080.21,724.4
O0006812,C004719,2025-05-30,Debit Card,Direct,Completed,8203.1,630.29,0,7572.81,6096.66,1476.15
O0006813,C001634,2025-09-12,Credit Card,Affiliate,Completed,40206.96,4303.6,0,35903.36,29945.91,5957.45
O0006814,C003734,2025-11-15,Wallet,Google Ads,Completed,2894.44,336.3,0,2558.14,1095.84,1462.3
O0006815,C003481,2022-09-07,Cash on Delivery,Email,Processing,1433.19,186.94,99,1345.25,803.46,541.79
O0006816,C002695,2024-05-27,UPI,Referral,Completed,84422.58,3577.72,0,80844.86,46093.86,34751.0
O0006817,C005025,2025-03-26,Debit Card,Google Ads,Completed,42735.58,5178.03,0,37557.55,24281.25,13276.3
O0006818,C004755,2023-11-30,PayPal,Direct,Completed,4856.05,583.65,0,4272.4,2003.07,2269.33
O0006819,C000809,2025-11-27,Cash on Delivery,Email,Completed,886.48,80.19,99,905.29,334.57,570.72
O0006820,C000780,2024-10-07,UPI,Direct,Processing,3949.59,647.34,0,3302.26,1913.04,1389.22
O0006821,C001063,2024-09-07,PayPal,Instagram,Completed,851.86,187.15,99,763.71,548.16,215.55
O0006822,C003582,2025-04-29,PayPal,Organic Search,Completed,42735.58,5297.6,0,37437.98,24281.25,13156.73
O0006823,C000685,2022-01-20,Debit Card,Google Ads,Completed,1922.46,346.94,99,1674.52,1019.1,655.42
O0006824,C004434,2022-07-20,Wallet,Email,Completed,19106.9,4836.08,0,14270.82,13362.9,907.92
O0006825,C002742,2026-07-24,Debit Card,Meta Ads,Completed,4932.88,123.14,0,4809.74,3301.91,1507.83
O0006826,C003345,2023-02-09,UPI,Meta Ads,Completed,8813.28,1104.63,0,7708.65,5416.89,2291.76
O0006827,C003304,2025-07-14,PayPal,Direct,Completed,594.95,161.2,99,532.75,348.01,184.74
O0006828,C001933,2025-11-28,Cash on Delivery,Organic Search,Completed,6510.11,208.82,0,6301.28,2755.11,3546.17
O0006829,C001212,2024-06-11,Cash on Delivery,Direct,Completed,1730.18,277.37,99,1551.81,973.14,578.67
O0006830,C001481,2025-05-31,Credit Card,Google Ads,Completed,209112.8,21991.2,0,187121.6,132335.72,54785.88
O0006831,C000442,2023-09-18,UPI,Affiliate,Completed,14326.76,793.45,0,13533.31,10471.72,3061.59
O0006832,C005098,2024-01-10,Credit Card,Referral,Completed,2940.49,257.92,0,2682.57,1517.48,1165.09
O0006833,C000331,2024-01-01,PayPal,Organic Search,Completed,535.98,90.29,99,544.69,399.12,145.57
O0006834,C004888,2026-04-10,Credit Card,Meta Ads,Completed,12355.04,2665.42,0,9689.62,6393.22,3296.4
O0006835,C003582,2026-04-30,Debit Card,Email,Completed,32959.65,2167.99,0,30791.66,22719.24,8072.42
O0006836,C003720,2022-08-10,UPI,Instagram,Completed,7057.8,167.87,0,6889.93,5281.89,1608.04
O0006837,C000941,2022-01-27,Wallet,Organic Search,Cancelled,4470.66,346.62,0,4124.04,3073.08,1050.96
O0006838,C004140,2025-11-15,Credit Card,Direct,Completed,4890.21,600.67,0,4289.55,2595.75,1693.8
O0006839,C003645,2022-08-12,Wallet,Email,Processing,819.84,188.26,99,730.58,434.23,296.35
O0006840,C002630,2023-03-18,Debit Card,Direct,Processing,3173.82,264.98,0,2908.84,1526.36,1382.48
O0006841,C000177,2022-04-09,Cash on Delivery,Organic Search,Completed,518.09,71.31,99,545.78,323.41,222.37
O0006842,C000546,2025-08-13,Credit Card,Organic Search,Completed,45586.59,4204.68,0,41381.91,22075.71,19306.2
O0006843,C002300,2026-03-20,Cash on Delivery,Affiliate,Processing,4522.56,0.0,0,4522.56,2191.68,2330.88
O0006844,C005171,2024-10-25,Cash on Delivery,Google Ads,Completed,1387.72,0.0,99,1486.72,565.4,921.32
O0006845,C003022,2023-06-09,Credit Card,Email,Completed,1247.18,171.96,99,1174.22,694.68,479.54
O0006846,C005170,2024-03-19,Debit Card,Google Ads,Completed,2580.3,191.93,0,2388.37,1645.6,742.77
O0006847,C003269,2023-05-26,Debit Card,Google Ads,Completed,7758.83,1373.37,0,6385.46,5014.32,1371.14
O0006848,C004329,2022-08-21,UPI,Google Ads,Processing,16961.72,0.0,0,16961.72,9098.57,7863.15
O0006849,C000031,2024-01-04,UPI,Referral,Completed,16912.35,175.0,0,16737.35,8791.52,7945.83
O0006850,C001354,2024-11-08,UPI,Google Ads,Completed,239.36,22.07,99,316.29,113.05,203.24
O0006851,C001236,2023-05-11,UPI,Referral,Completed,19142.68,1689.36,0,17453.32,10058.06,7395.26
O0006852,C004134,2023-10-21,UPI,Direct,Completed,433.61,44.64,99,487.97,218.22,269.75
O0006853,C000847,2022-10-02,Debit Card,Email,Completed,5770.69,692.15,0,5078.54,2340.7,2737.84
O0006854,C000031,2026-07-27,Credit Card,Meta Ads,Completed,534.36,21.39,99,611.97,290.62,321.35
O0006855,C003838,2023-02-28,UPI,Meta Ads,Processing,968.38,114.56,99,952.82,611.59,341.23
O0006856,C000814,2026-06-24,Credit Card,Affiliate,Cancelled,1035.99,169.25,99,965.74,722.93,242.81
O0006857,C002952,2026-05-19,Credit Card,Referral,Completed,9273.14,1131.22,0,8141.92,4929.3,3212.62
O0006858,C002502,2025-03-28,UPI,Email,Completed,45098.95,1826.77,0,43272.18,27370.12,15902.06
O0006859,C002300,2024-10-16,Credit Card,Organic Search,Completed,4106.18,189.92,0,3916.26,1826.15,2090.11
O0006860,C001253,2024-12-09,Debit Card,Google Ads,Completed,30960.31,5277.19,0,25683.11,13867.05,11816.06
O0006861,C000430,2022-02-06,Debit Card,Google Ads,Completed,1398.96,100.02,99,1397.94,905.7,492.24
O0006862,C002041,2023-11-23,Credit Card,Organic Search,Completed,1228.22,287.7,99,1039.52,587.95,451.57
O0006863,C000817,2025-12-18,Debit Card,Google Ads,Cancelled,1021.86,149.89,99,970.97,478.95,492.02
O0006864,C003282,2022-02-17,Wallet,Affiliate,Cancelled,25719.28,2874.23,0,22845.05,14587.64,8257.41
O0006865,C002913,2025-01-18,Credit Card,Referral,Completed,2926.96,5.39,0,2921.57,1740.44,1181.13
O0006866,C003628,2025-01-07,Credit Card,Organic Search,Completed,30391.06,0.0,0,30391.06,14717.14,15673.92
O0006867,C001221,2025-07-17,Cash on Delivery,Email,Completed,16375.21,1110.8,0,15264.41,10829.37,4435.04
O0006868,C002914,2023-03-06,UPI,Email,Completed,14208.28,2402.03,0,11806.25,7585.82,4220.43
O0006869,C001340,2022-04-03,PayPal,Instagram,Completed,1067.68,171.8,99,994.88,746.4,248.48
O0006870,C004524,2026-03-03,PayPal,Organic Search,Processing,4921.7,789.92,0,4131.78,2982.6,1149.18
O0006871,C004422,2024-12-31,UPI,Organic Search,Completed,2257.31,249.69,99,2106.62,1180.12,926.5
O0006872,C005090,2026-05-11,Wallet,Referral,Completed,1745.31,195.44,99,1648.87,1118.55,530.32
O0006873,C003350,2024-02-17,Credit Card,Email,Completed,9684.24,0.0,0,9684.24,5374.19,4310.05
O0006874,C003172,2026-03-07,UPI,Referral,Completed,1087.84,172.37,99,1014.47,809.26,205.21
O0006875,C001286,2024-12-13,UPI,Email,Completed,41928.52,6142.53,0,35785.99,18509.13,17276.86
O0006876,C004413,2023-09-27,UPI,Email,Completed,21502.74,2128.37,0,19374.37,12206.07,7168.3
O0006877,C005050,2025-11-15,Cash on Delivery,Google Ads,Refunded,31958.75,4038.97,0,27919.78,15759.4,12160.38
O0006878,C002640,2024-01-13,Cash on Delivery,Meta Ads,Completed,147696.43,11818.94,0,135877.49,86094.0,49783.49
O0006879,C003764,2022-12-16,Cash on Delivery,Referral,Completed,65078.68,1187.57,0,63891.12,28707.3,35183.82
O0006880,C003545,2025-10-25,UPI,Organic Search,Completed,17096.09,632.5,0,16463.59,8533.6,7929.99
O0006881,C004719,2024-08-29,UPI,Instagram,Completed,18173.49,4348.12,0,13825.37,10663.97,3161.4
O0006882,C004305,2024-07-27,UPI,Google Ads,Completed,369.04,82.8,99,385.24,245.16,140.08
O0006883,C001374,2025-11-10,Debit Card,Direct,Completed,10188.63,2070.8,0,8117.84,4720.79,3397.05
O0006884,C001564,2023-01-01,Credit Card,Google Ads,Completed,7632.42,216.03,0,7416.39,3846.8,3569.59
O0006885,C002300,2022-10-11,Wallet,Meta Ads,Completed,31966.2,5404.4,0,26561.79,16499.43,10062.36
O0006886,C001757,2022-04-03,UPI,Direct,Completed,1566.03,6.79,99,1658.24,834.54,823.7
O0006887,C000343,2022-11-30,Wallet,Organic Search,Completed,46927.59,5282.81,0,41644.78,23754.72,17890.06
O0006888,C001762,2026-04-09,Cash on Delivery,Google Ads,Completed,5610.52,0.0,0,5610.52,3057.58,2552.94
O0006889,C001186,2024-10-26,UPI,Meta Ads,Completed,2603.96,350.03,0,2253.93,1452.83,801.1
O0006890,C001514,2024-11-06,UPI,Google Ads,Processing,49003.47,0.0,0,49003.47,23644.76,25358.71
O0006891,C001374,2024-03-13,Debit Card,Meta Ads,Refunded,6997.98,1279.78,0,5718.2,3641.94,2076.26
O0006892,C001894,2025-02-12,Debit Card,Organic Search,Completed,1204.44,0.0,99,1303.44,764.08,539.36
O0006893,C004180,2022-05-26,Wallet,Meta Ads,Completed,34975.43,6051.56,0,28923.87,23078.62,5845.25
O0006894,C001140,2023-02-24,Credit Card,Meta Ads,Cancelled,11199.22,1245.42,0,9953.8,5827.82,4125.98
O0006895,C004941,2025-05-07,Credit Card,Organic Search,Returned,8998.39,956.6,0,8041.79,5634.66,2407.13
O0006896,C003619,2025-09-16,UPI,Instagram,Completed,12123.33,1078.69,0,11044.64,7501.95,3542.69
O0006897,C000031,2023-12-20,UPI,Google Ads,Completed,338071.96,11703.05,0,326368.91,142510.37,183858.54
O0006898,C001341,2025-12-28,UPI,Organic Search,Cancelled,1047.78,151.78,99,995.0,557.06,437.94
O0006899,C001187,2026-02-24,UPI,Organic Search,Completed,572.4,6.66,99,664.74,336.72,328.02
O0006900,C004698,2026-08-14,Wallet,Google Ads,Returned,1632.32,495.82,99,1235.5,943.51,291.99
O0006901,C004763,2023-04-24,Credit Card,Meta Ads,Cancelled,1324.23,176.27,99,1246.96,906.17,340.79
O0006902,C002013,2025-05-13,PayPal,Google Ads,Completed,5038.54,0.0,0,5038.54,3088.9,1949.64
O0006903,C003952,2025-12-05,PayPal,Email,Returned,1598.21,105.01,99,1592.2,771.66,820.54
O0006904,C002180,2022-04-04,PayPal,Google Ads,Completed,2115.84,327.02,99,1887.82,1488.39,399.43
O0006905,C000143,2026-07-31,Wallet,Referral,Completed,8054.25,756.31,0,7297.94,5446.75,1851.19
O0006906,C004497,2022-08-24,Debit Card,Direct,Completed,6643.78,865.05,0,5778.73,3816.19,1962.54
O0006907,C000428,2024-09-15,Credit Card,Organic Search,Completed,661.07,0.0,99,760.07,478.27,281.8
O0006908,C000051,2025-06-11,Cash on Delivery,Organic Search,Returned,22371.7,1065.16,0,21306.54,16201.98,5104.56
O0006909,C002748,2025-10-11,Cash on Delivery,Google Ads,Completed,35024.49,2805.1,0,32219.39,19737.42,12481.97
O0006910,C003784,2024-10-01,Debit Card,Instagram,Processing,103122.5,16391.26,0,86731.23,58075.0,28656.23
O0006911,C002408,2022-01-19,PayPal,Email,Completed,185731.52,31104.82,0,154626.7,136278.22,18348.48
O0006912,C000592,2024-09-03,Credit Card,Meta Ads,Completed,1291.52,146.61,99,1243.91,747.84,496.07
O0006913,C001876,2023-06-17,UPI,Direct,Processing,4423.07,13.11,0,4409.96,3144.17,1265.79
O0006914,C000791,2023-11-21,Debit Card,Google Ads,Completed,1603.01,152.88,99,1549.13,951.24,597.89
O0006915,C004517,2024-08-23,Cash on Delivery,Referral,Completed,6485.1,851.29,0,5633.81,4578.42,1055.39
O0006916,C001454,2025-04-14,Credit Card,Organic Search,Completed,5893.19,706.25,0,5186.94,3011.08,2175.86
O0006917,C004092,2024-05-15,PayPal,Instagram,Completed,912.45,200.71,99,810.74,478.39,332.35
O0006918,C000031,2022-07-12,Credit Card,Meta Ads,Cancelled,3632.62,123.24,0,3509.38,1887.98,1621.4
O0006919,C005191,2024-02-17,Credit Card,Google Ads,Cancelled,231.72,20.96,99,309.76,150.6,159.16
O0006920,C002327,2023-01-14,UPI,Google Ads,Completed,4951.05,558.42,0,4392.63,2774.64,1617.99
O0006921,C001356,2026-02-05,Debit Card,Organic Search,Processing,21809.38,2762.51,0,19046.87,14304.57,4742.3
O0006922,C001481,2025-03-16,Credit Card,Email,Completed,2804.58,530.88,0,2273.7,1437.68,836.02
O0006923,C004369,2026-08-05,UPI,Meta Ads,Completed,36556.82,2278.91,0,34277.91,26366.94,7910.97
O0006924,C004469,2024-01-27,Debit Card,Direct,Cancelled,1130.24,155.17,99,1074.07,654.22,419.85
O0006925,C004579,2022-03-18,PayPal,Meta Ads,Completed,99190.11,15816.74,0,83373.37,70363.18,13010.19
O0006926,C000547,2022-04-19,UPI,Referral,Completed,1538.6,58.04,99,1579.56,1048.17,531.39
O0006927,C004090,2024-04-13,Credit Card,Affiliate,Completed,11716.02,3000.04,0,8715.98,6187.08,2528.9
O0006928,C002615,2025-07-22,Cash on Delivery,Referral,Completed,16222.15,43.3,0,16178.85,9115.58,7063.27
O0006929,C004673,2024-06-16,Debit Card,Affiliate,Completed,681.51,24.3,99,756.21,501.9,254.31
O0006930,C004850,2024-04-13,UPI,Referral,Completed,17075.56,2293.53,0,14782.03,10268.92,4513.11
O0006931,C001275,2024-07-23,Credit Card,Affiliate,Completed,97602.93,12282.75,0,85320.18,56543.85,28776.33
O0006932,C002454,2025-06-23,UPI,Organic Search,Completed,4163.82,237.59,0,3926.23,2393.02,1533.21
O0006933,C002884,2022-04-23,PayPal,Google Ads,Completed,23025.09,3259.51,0,19765.58,15491.46,4274.12
O0006934,C003335,2024-05-21,Cash on Delivery,Direct,Completed,5954.14,1106.36,0,4847.78,3111.48,1736.3
O0006935,C002414,2025-12-22,Debit Card,Google Ads,Completed,2475.44,250.65,99,2323.79,1173.3,1150.49
O0006936,C003470,2023-03-03,UPI,Google Ads,Completed,5273.97,54.07,0,5219.9,3251.16,1968.74
O0006937,C002300,2023-02-27,UPI,Organic Search,Completed,10001.85,2105.9,0,7895.95,7035.53,860.42
O0006938,C000041,2025-12-27,Debit Card,Email,Completed,125919.46,19180.94,0,106738.52,58847.62,47890.9
O0006939,C004381,2022-03-24,UPI,Direct,Completed,884.0,66.94,99,916.06,445.26,470.8
O0006940,C002717,2025-12-31,PayPal,Organic Search,Cancelled,2574.37,226.02,0,2348.36,1243.48,1104.88
O0006941,C000854,2024-03-05,Wallet,Affiliate,Completed,2824.47,117.9,0,2706.57,1429.2,1277.37
O0006942,C003375,2023-10-26,Credit Card,Instagram,Completed,28176.52,4150.14,0,24026.39,11447.84,12578.55
O0006943,C000080,2024-08-23,Wallet,Email,Completed,15475.46,466.92,0,15008.54,9860.79,5147.75
O0006944,C004956,2022-04-03,UPI,Meta Ads,Completed,27405.58,0.0,0,27405.58,15102.58,12303.0
O0006945,C000547,2026-07-18,Credit Card,Organic Search,Completed,2574.38,637.2,0,1937.18,1703.6,233.58
O0006946,C003357,2025-05-27,UPI,Meta Ads,Refunded,28979.81,2354.14,0,26625.67,20972.32,5653.35
O0006947,C004608,2024-03-23,UPI,Meta Ads,Completed,85102.58,2340.56,0,82762.02,52831.27,29930.75
O0006948,C005017,2024-11-09,Wallet,Instagram,Completed,2194.84,209.15,99,2084.69,1160.53,924.16
O0006949,C003344,2024-12-25,Debit Card,Email,Returned,4832.46,396.56,0,4435.91,1987.99,2447.92
O0006950,C004499,2022-04-06,Wallet,Google Ads,Completed,4351.12,43.13,0,4307.99,2244.06,2063.93
O0006951,C000390,2023-04-16,Credit Card,Direct,Completed,78864.41,1307.36,0,77557.05,38564.27,38992.78
O0006952,C001381,2022-07-26,Debit Card,Meta Ads,Completed,3380.35,145.36,0,3234.99,2497.22,737.77
O0006953,C002730,2022-05-12,Wallet,Meta Ads,Completed,12069.24,1099.62,0,10969.62,6599.57,4370.05
O0006954,C000378,2026-07-29,UPI,Organic Search,Returned,4426.39,1090.59,0,3335.8,2704.79,631.01
O0006955,C004536,2025-05-09,UPI,Organic Search,Cancelled,609.43,151.27,99,557.16,418.83,138.33
O0006956,C000758,2026-04-27,UPI,Organic Search,Completed,2940.49,454.79,0,2485.7,1517.48,968.22
O0006957,C002230,2024-04-09,Credit Card,Organic Search,Completed,953.66,123.01,99,929.65,690.1,239.55
O0006958,C001663,2026-02-01,UPI,Email,Completed,2197.29,243.73,99,2052.56,1640.85,411.71
O0006959,C004735,2025-08-05,Credit Card,Affiliate,Completed,6205.71,1239.96,0,4965.75,3061.44,1904.31
O0006960,C004719,2023-12-15,UPI,Google Ads,Refunded,1193.78,0.0,99,1292.78,603.8,688.98
O0006961,C003529,2022-01-19,UPI,Google Ads,Completed,7404.3,0.0,0,7404.3,4059.05,3345.25
O0006962,C001312,2022-09-02,PayPal,Email,Completed,761.63,93.01,99,767.62,443.35,324.27
O0006963,C002499,2022-02-24,Wallet,Referral,Cancelled,1671.35,142.87,99,1627.48,1100.16,527.32
O0006964,C003870,2022-08-20,UPI,Direct,Completed,616.14,156.49,99,558.65,437.16,121.49
O0006965,C001841,2023-08-20,Wallet,Instagram,Completed,3624.93,389.48,0,3235.45,2407.71,827.74
O0006966,C002181,2025-05-02,Debit Card,Meta Ads,Completed,36712.93,1901.96,0,34810.97,25989.54,8821.43
O0006967,C000894,2023-06-13,PayPal,Google Ads,Completed,10137.47,1010.68,0,9126.79,5748.76,3378.03
O0006968,C004321,2024-11-08,UPI,Meta Ads,Completed,4432.93,363.09,0,4069.85,2000.82,2069.03
O0006969,C004305,2023-08-25,UPI,Meta Ads,Refunded,2818.38,184.98,0,2633.4,1980.03,653.37
O0006970,C000343,2025-11-21,Cash on Delivery,Referral,Completed,5508.45,1152.4,0,4356.06,2976.96,1379.1
O0006971,C003364,2025-07-05,PayPal,Organic Search,Completed,55115.38,4939.86,0,50175.52,40159.76,10015.76
O0006972,C004748,2025-03-26,Credit Card,Meta Ads,Completed,1996.16,309.45,99,1785.71,1026.91,758.8
O0006973,C000536,2023-11-14,UPI,Organic Search,Completed,5621.32,286.13,0,5335.19,2299.16,3036.03
O0006974,C004308,2023-01-07,UPI,Direct,Refunded,31435.96,5198.29,0,26237.67,20098.64,6139.03
O0006975,C001101,2025-07-24,UPI,Google Ads,Completed,2264.54,0.0,99,2363.54,1508.46,855.08
O0006976,C001234,2025-06-16,UPI,Meta Ads,Processing,229560.19,7878.01,0,221682.18,168221.31,53460.87
O0006977,C004236,2026-04-29,Debit Card,Meta Ads,Completed,11090.24,2957.84,0,8132.4,6151.07,1981.33
O0006978,C000289,2026-05-31,Credit Card,Google Ads,Completed,4284.36,625.93,0,3658.43,2762.73,895.7
O0006979,C001720,2026-07-10,Credit Card,Meta Ads,Processing,24538.2,5969.96,0,18568.24,16851.88,1716.36
O0006980,C002269,2023-09-30,PayPal,Affiliate,Completed,23497.83,152.77,0,23345.06,15978.48,7366.58
O0006981,C003912,2026-02-19,Credit Card,Google Ads,Completed,23250.78,2388.44,0,20862.34,16125.74,4736.6
O0006982,C004020,2023-03-09,Credit Card,Organic Search,Cancelled,6249.54,736.78,0,5512.76,4721.18,791.58
O0006983,C003538,2025-06-23,UPI,Organic Search,Completed,31547.98,2787.91,0,28760.07,15546.3,13213.77
O0006984,C000031,2023-09-19,Cash on Delivery,Email,Completed,17367.45,452.96,0,16914.49,10114.98,6799.51
O0006985,C004719,2022-02-10,UPI,Meta Ads,Completed,4908.2,34.88,0,4873.32,3196.21,1677.11
O0006986,C000968,2024-03-19,Credit Card,Affiliate,Completed,634.02,95.6,99,637.42,438.36,199.06
O0006987,C000479,2022-08-10,Cash on Delivery,Organic Search,Completed,4491.08,469.09,0,4021.99,2690.66,1331.33
O0006988,C003911,2025-09-23,Cash on Delivery,Organic Search,Completed,6395.67,209.27,0,6186.4,4155.4,2031.0
O0006989,C000987,2024-10-01,Credit Card,Google Ads,Processing,4788.7,549.8,0,4238.9,2119.36,2119.54
O0006990,C002110,2022-12-14,UPI,Meta Ads,Cancelled,209614.72,12860.69,0,196754.03,103961.76,92792.27
O0006991,C002927,2022-09-16,Debit Card,Referral,Completed,31711.47,4452.94,0,27258.53,20819.25,6439.28
O0006992,C000452,2026-07-06,UPI,Email,Refunded,169505.76,26129.62,0,143376.14,113018.52,30357.62
O0006993,C002993,2023-03-27,Credit Card,Google Ads,Processing,2432.01,0.0,99,2531.01,1354.87,1176.14
O0006994,C005097,2026-07-19,Credit Card,Direct,Completed,19764.54,917.5,0,18847.04,11147.16,7699.88
O0006995,C003410,2025-09-25,Wallet,Organic Search,Completed,1204.44,189.48,99,1113.96,764.08,349.88
O0006996,C002136,2024-11-20,Debit Card,Referral,Completed,4311.46,186.91,0,4124.55,1682.11,2442.44
O0006997,C003042,2025-12-06,Credit Card,Meta Ads,Completed,1396.57,0.0,99,1495.57,752.49,743.08
O0006998,C001227,2024-07-25,PayPal,Meta Ads,Completed,1216.08,97.75,99,1217.33,638.3,579.03
O0006999,C004003,2026-05-27,Debit Card,Affiliate,Completed,261.1,27.41,99,332.69,127.2,205.49
O0007000,C000880,2026-08-19,Debit Card,Google Ads,Completed,958.1,96.38,99,960.72,596.74,363.98
O0007001,C002161,2025-06-04,Wallet,Meta Ads,Completed,3509.82,209.15,0,3300.67,1938.13,1362.54
O0007002,C004305,2023-02-24,UPI,Email,Returned,200.27,27.13,99,272.14,99.2,172.94
O0007003,C000031,2025-08-06,Cash on Delivery,Direct,Completed,15350.44,504.47,0,14845.97,9690.5,5155.47
O0007004,C003809,2025-04-11,Credit Card,Google Ads,Completed,732.43,108.39,99,723.04,546.95,176.09
O0007005,C004363,2022-05-07,Credit Card,Google Ads,Completed,840.54,0.0,99,939.54,559.54,380.0
O0007006,C002230,2023-04-25,Cash on Delivery,Organic Search,Completed,13039.67,2287.33,0,10752.34,9407.93,1344.41
O0007007,C003368,2022-10-20,UPI,Referral,Cancelled,91644.62,8888.79,0,82755.83,51949.52,30806.31
O0007008,C004279,2025-05-01,UPI,Direct,Completed,8819.16,889.35,0,7929.81,5530.39,2399.42
O0007009,C001182,2023-05-08,Credit Card,Direct,Completed,5505.2,854.58,0,4650.62,3556.72,1093.9
O0007010,C000780,2022-05-30,Credit Card,Google Ads,Processing,1628.36,258.22,99,1469.14,1217.06,252.08
O0007011,C005064,2026-03-16,Cash on Delivery,Google Ads,Refunded,1674.63,19.66,99,1753.97,1199.4,554.57
O0007012,C003258,2025-11-16,Cash on Delivery,Direct,Completed,2815.22,688.82,0,2126.4,1247.1,879.3
O0007013,C001282,2023-12-16,Credit Card,Google Ads,Completed,36930.7,3660.13,0,33270.57,18537.68,14732.89
O0007014,C001581,2024-01-03,Cash on Delivery,Google Ads,Processing,34692.84,3088.21,0,31604.63,19076.82,12527.81
O0007015,C001599,2022-03-24,Cash on Delivery,Email,Completed,2636.32,313.56,0,2322.76,1887.26,435.5
O0007016,C000380,2022-09-22,UPI,Google Ads,Completed,13765.77,723.18,0,13042.59,8694.76,4347.83
O0007017,C003836,2025-09-21,Debit Card,Meta Ads,Completed,10155.09,728.52,0,9426.57,6343.93,3082.64
O0007018,C004021,2025-10-10,Credit Card,Affiliate,Completed,1120.73,58.43,99,1161.3,423.41,737.89
O0007019,C002749,2023-02-22,Cash on Delivery,Organic Search,Refunded,408.3,55.74,99,451.56,256.06,195.5
O0007020,C001710,2026-01-31,Credit Card,Google Ads,Completed,10656.76,1444.08,0,9212.68,6419.85,2792.83
O0007021,C001840,2026-05-23,Debit Card,Instagram,Completed,2898.68,208.59,0,2690.09,1512.96,1177.13
O0007022,C000349,2023-10-31,Debit Card,Organic Search,Completed,9925.85,1163.51,0,8762.34,5757.54,3004.8
O0007023,C005020,2024-10-07,Credit Card,Email,Completed,6572.13,1014.9,0,5557.24,2703.94,2853.3
O0007024,C004307,2023-09-27,Credit Card,Affiliate,Completed,4450.23,96.15,0,4354.08,2998.17,1355.91
O0007025,C001621,2024-03-13,Wallet,Referral,Completed,1622.24,0.0,99,1721.24,920.52,800.72
