return_id,order_id,customer_id,return_date,return_reason,refund_amount
R000435,O0013935,C003584,2025-08-11,Damaged Product,2927.78
R000436,O0024407,C003134,2024-02-05,Wrong Product,18722.48
R000437,O0017111,C004003,2024-11-18,Wrong Product,2373.19
R000438,O0022841,C000131,2023-04-14,Size Issue,1027.9
R000439,O0001963,C000797,2024-10-25,Late Delivery,27831.01
R000440,O0005620,C000079,2024-03-25,Wrong Product,11297.99
R000441,O0013651,C004671,2024-11-28,Late Delivery,288.25
R000442,O0009443,C003364,2024-05-09,Damaged Product,16680.71
R000443,O0021534,C003974,2023-05-02,Damaged Product,117301.33
R000444,O0019377,C002581,2022-11-09,Size Issue,1574.8
R000445,O0014713,C002273,2023-12-29,Size Issue,54371.56
R000446,O0008381,C003281,2025-12-12,Quality Issue,4453.98
R000447,O0005261,C005050,2023-04-20,Late Delivery,539.12
R000448,O0005356,C003213,2022-04-17,Damaged Product,13342.54
R000449,O0022942,C001036,2023-04-18,Wrong Product,3222.88
R000450,O0013238,C002552,2024-09-03,Quality Issue,7387.43
R000451,O0002916,C005058,2025-07-06,Customer Changed Mind,607.72
R000452,O0006182,C001015,2022-07-11,Customer Changed Mind,15799.39
R000453,O0014170,C004670,2026-07-10,Quality Issue,8198.47
R000454,O0013278,C000541,2022-03-03,Customer Changed Mind,6562.77
R000455,O0012306,C003160,2023-03-24,Wrong Product,2092.02
R000456,O0007501,C002483,2025-01-06,Damaged Product,2582.64
R000457,O0023317,C004562,2025-05-15,Wrong Product,10101.52
R000458,O0014056,C004536,2022-03-08,Damaged Product,711.74
R000459,O0022545,C002812,2023-04-27,Late Delivery,549.0
R000460,O0024818,C000797,2024-11-17,Quality Issue,12527.04
R000461,O0008401,C002029,2026-04-18,Late Delivery,6057.03
R000462,O0016609,C004555,2022-02-18,Late Delivery,5199.25
R000463,O0020647,C004288,2025-01-18,Size Issue,5676.72
R000464,O0018879,C004429,2022-12-01,Customer Changed Mind,15475.57
R000465,O0000271,C002077,2026-05-27,Damaged Product,432.01
R000466,O0019118,C001846,2024-02-05,Damaged Product,1520.48
R000467,O0019948,C002562,2023-05-06,Customer Changed Mind,12472.17
R000468,O0013778,C001175,2026-03-17,Wrong Product,1241.97
R000469,O0023211,C001386,2023-07-17,Quality Issue,4413.78
R000470,O0006892,C001894,2025-03-02,Damaged Product,903.63
R000471,O0002310,C003729,2026-06-01,Customer Changed Mind,8253.41
R000472,O0023278,C000778,2023-07-29,Wrong Product,10323.36
R000473,O0001832,C002015,2024-02-02,Damaged Product,1466.58
R000474,O0009519,C001544,2024-01-27,Damaged Product,18442.25
R000475,O0014151,C003386,2025-10-07,Customer Changed Mind,307.92
R000476,O0006553,C002913,2022-09-06,Quality Issue,2529.74
R000477,O0017003,C000031,2026-08-27,Size Issue,15583.4
R000478,O0024811,C000017,2023-04-09,Quality Issue,28116.33
R000479,O0011574,C004248,2026-01-25,Wrong Product,862.09
R000480,O0019468,C000797,2025-08-27,Size Issue,867.07
R000481,O0014454,C002331,2025-05-23,Customer Changed Mind,1241.35
R000482,O0013436,C002103,2024-06-19,Quality Issue,6084.24
R000483,O0012358,C004937,2023-03-10,Customer Changed Mind,5967.2
R000484,O0021258,C004157,2023-06-29,Quality Issue,10463.27
R000485,O0010311,C002300,2025-05-24,Damaged Product,5248.73
R000486,O0012236,C002623,2022-12-29,Size Issue,3643.09
R000487,O0000084,C002554,2022-05-21,Quality Issue,2310.38
R000488,O0020798,C001340,2023-07-17,Quality Issue,2353.86
R000489,O0006992,C000452,2026-07-10,Quality Issue,133001.24
R000490,O0019059,C001488,2025-08-01,Quality Issue,31224.25
R000491,O0016820,C000839,2024-07-15,Customer Changed Mind,5845.09
R000492,O0023459,C000442,2024-02-25,Wrong Product,4968.88
R000493,O0025370,C002609,2022-02-22,Damaged Product,9281.39
R000494,O0025737,C001905,2023-07-19,Late Delivery,831.63
R000495,O0023346,C002967,2022-11-28,Damaged Product,644.67
R000496,O0019610,C004329,2022-03-18,Quality Issue,1340.62
R000497,O0006199,C002134,2025-07-28,Late Delivery,2804.93
R000498,O0022816,C003678,2025-10-01,Quality Issue,17601.67
R000499,O0003211,C000267,2025-12-11,Size Issue,37798.12
R000500,O0019972,C000180,2022-07-31,Late Delivery,6655.61
R000501,O0002093,C005184,2026-07-21,Quality Issue,1663.73
R000502,O0001642,C002134,2023-06-20,Damaged Product,462.37
R000503,O0018616,C001587,2023-02-06,Customer Changed Mind,5412.66
R000504,O0013408,C001818,2023-08-22,Late Delivery,6325.43
R000505,O0002757,C000318,2025-06-25,Damaged Product,205.06
R000506,O0013830,C001030,2024-02-03,Quality Issue,6179.24
R000507,O0017551,C003325,2025-01-12,Damaged Product,4900.15
R000508,O0017697,C003589,2024-02-24,Customer Changed Mind,6883.33
R000509,O0003084,C001612,2026-07-09,Customer Changed Mind,2159.13
R000510,O0011923,C001982,2024-12-07,Quality Issue,2485.85
R000511,O0014649,C004794,2024-07-04,Quality Issue,569.18
R000512,O0015791,C003572,2023-10-02,Quality Issue,31341.79
R000513,O0017619,C000299,2023-11-24,Late Delivery,5359.71
R000514,O0004043,C002230,2024-09-03,Customer Changed Mind,14094.22
R000515,O0014590,C000269,2024-02-29,Wrong Product,17536.56
R000516,O0005044,C004088,2022-12-08,Damaged Product,612.1
R000517,O0022570,C000618,2026-04-02,Late Delivery,16311.51
R000518,O0005911,C004283,2026-06-03,Wrong Product,1172.82
R000519,O0019134,C000034,2024-03-31,Size Issue,4337.93
R000520,O0019487,C003236,2025-07-24,Customer Changed Mind,640.2
R000521,O0004239,C001849,2023-04-07,Late Delivery,2543.76
R000522,O0017204,C002932,2025-01-22,Late Delivery,9522.9
R000523,O0010693,C000464,2024-01-22,Customer Changed Mind,6232.27
R000524,O0016051,C000512,2024-01-08,Wrong Product,3290.08
R000525,O0018176,C003890,2025-04-03,Quality Issue,2584.04
R000526,O0006878,C002640,2024-02-01,Wrong Product,94708.74
R000527,O0003286,C000797,2025-03-04,Customer Changed Mind,2724.3
R000528,O0007171,C004752,2026-06-20,Customer Changed Mind,14980.12
R000529,O0000648,C000372,2023-02-13,Size Issue,9753.33
R000530,O0001205,C003481,2022-04-11,Wrong Product,1733.71
R000531,O0022206,C002376,2024-10-17,Quality Issue,1954.32
R000532,O0006844,C005171,2024-11-13,Wrong Product,1270.51
R000533,O0003855,C004784,2025-03-03,Size Issue,4613.09
R000534,O0016888,C003851,2022-11-04,Damaged Product,3910.67
R000535,O0013679,C004053,2026-06-19,Size Issue,59541.46
R000536,O0009377,C002081,2025-01-15,Customer Changed Mind,34232.43
R000537,O0021760,C001969,2024-08-01,Wrong Product,720.06
R000538,O0016351,C002806,2023-06-03,Damaged Product,1077.82
R000539,O0001782,C001300,2023-01-19,Damaged Product,722.24
R000540,O0021613,C000669,2023-12-31,Damaged Product,3638.47
R000541,O0016378,C002300,2023-02-06,Wrong Product,30390.4
R000542,O0006191,C001115,2025-09-28,Damaged Product,642.24
R000543,O0010549,C004415,2025-01-11,Late Delivery,191590.8
R000544,O0018111,C003746,2026-01-10,Damaged Product,1598.27
R000545,O0014532,C003410,2024-08-17,Quality Issue,3267.58
R000546,O0004738,C004188,2025-12-01,Damaged Product,2334.73
R000547,O0016227,C001775,2024-05-31,Quality Issue,6528.79
R000548,O0014710,C000922,2022-12-23,Damaged Product,9132.59
R000549,O0003430,C000259,2025-12-20,Quality Issue,10505.26
R000550,O0014500,C001347,2024-12-02,Size Issue,8783.75
R000551,O0007133,C003921,2022-02-08,Wrong Product,1297.03
R000552,O0010834,C004815,2024-10-01,Late Delivery,4360.59
R000553,O0008518,C004474,2023-08-07,Late Delivery,17538.26
R000554,O0004698,C004907,2023-06-13,Damaged Product,55884.25
R000555,O0000065,C004561,2023-10-18,Damaged Product,25396.64
R000556,O0007324,C002995,2023-01-22,Wrong Product,6001.44
R000557,O0017365,C001730,2024-06-10,Customer Changed Mind,3791.01
R000558,O0007092,C001808,2026-09-04,Size Issue,13229.51
R000559,O0009226,C005191,2023-08-07,Late Delivery,1036.9
R000560,O0000222,C003354,2023-10-10,Late Delivery,2966.74
R000561,O0023925,C001283,2025-12-08,Quality Issue,16758.29
R000562,O0015323,C004557,2025-10-10,Late Delivery,8218.27
R000563,O0022387,C001514,2025-12-14,Quality Issue,701.73
R000564,O0014621,C000504,2023-10-04,Quality Issue,327.47
R000565,O0003769,C001354,2022-08-26,Quality Issue,32921.38
R000566,O0005509,C000784,2022-06-22,Late Delivery,1187.17
R000567,O0018472,C000405,2022-11-16,Wrong Product,8579.95
R000568,O0020355,C004048,2026-05-25,Wrong Product,2033.54
R000569,O0008457,C004562,2022-07-15,Wrong Product,3180.23
R000570,O0010908,C003341,2024-04-06,Wrong Product,7586.96
R000571,O0017055,C002454,2025-03-27,Customer Changed Mind,4121.35
R000572,O0002437,C002165,2026-05-25,Customer Changed Mind,7795.11
R000573,O0023174,C001556,2022-09-30,Damaged Product,831.45
R000574,O0010872,C002134,2022-01-07,Late Delivery,1157.84
R000575,O0002628,C004923,2022-12-08,Wrong Product,146.28
R000576,O0021910,C001246,2023-06-16,Customer Changed Mind,830.45
R000577,O0016725,C002851,2022-11-28,Late Delivery,12201.24
R000578,O0024694,C004825,2024-12-20,Size Issue,16512.99
R000579,O0000487,C002620,2022-09-30,Size Issue,139049.96
R000580,O0001422,C003512,2024-10-30,Damaged Product,913.53
R000581,O0017842,C003213,2023-11-01,Wrong Product,3129.96
R000582,O0000486,C004397,2025-07-26,Size Issue,358.89
R000583,O0000740,C001293,2024-04-22,Customer Changed Mind,152.69
R000584,O0017326,C002498,2026-08-08,Quality Issue,8694.51
R000585,O0008859,C002013,2025-06-30,Customer Changed Mind,124804.0
R000586,O0023467,C000507,2023-10-28,Damaged Product,5015.67
R000587,O0007680,C003419,2026-03-13,Damaged Product,7488.14
R000588,O0011126,C000870,2022-09-06,Customer Changed Mind,1207.17
R000589,O0019361,C003600,2025-05-31,Wrong Product,62909.08
R000590,O0000664,C001876,2022-07-25,Customer Changed Mind,17313.69
R000591,O0006818,C004755,2023-12-25,Late Delivery,4139.08
R000592,O0001935,C002288,2024-04-12,Wrong Product,4809.79
R000593,O0023609,C002652,2025-08-02,Late Delivery,1818.8
R000594,O0016453,C002352,2026-08-05,Customer Changed Mind,35352.19
R000595,O0012300,C002601,2023-02-11,Wrong Product,5384.49
R000596,O0003721,C000442,2023-06-10,Damaged Product,2423.64
R000597,O0006373,C001759,2023-08-18,Quality Issue,1011.4
R000598,O0000972,C002759,2024-11-29,Size Issue,238.47
R000599,O0025548,C001331,2023-12-03,Damaged Product,569.16
R000600,O0019363,C001818,2022-11-21,Wrong Product,3475.3
R000601,O0001339,C004474,2022-08-14,Wrong Product,16395.2
R000602,O0011863,C002432,2024-09-14,Late Delivery,3999.82
R000603,O0021759,C005085,2024-04-27,Quality Issue,3178.26
R000604,O0025167,C004814,2024-09-20,Customer Changed Mind,585.56
R000605,O0003386,C000340,2024-12-14,Quality Issue,4433.96
R000606,O0025433,C001376,2024-09-20,Damaged Product,9914.62
R000607,O0014258,C002134,2025-06-07,Customer Changed Mind,2035.3
R000608,O0008993,C002218,2024-08-18,Size Issue,8354.22
R000609,O0001641,C001287,2026-05-02,Quality Issue,11340.02
R000610,O0007626,C000051,2026-06-27,Quality Issue,16993.25
R000611,O0001344,C000427,2025-12-26,Size Issue,7047.05
R000612,O0019046,C004176,2025-10-24,Damaged Product,8282.68
R000613,O0024022,C002300,2026-05-31,Late Delivery,21652.81
R000614,O0025773,C001167,2026-02-05,Size Issue,3402.65
R000615,O0014914,C000618,2024-07-02,Customer Changed Mind,3625.43
R000616,O0006190,C002823,2026-03-01,Late Delivery,16043.47
R000617,O0002695,C001030,2022-04-28,Damaged Product,16010.96
R000618,O0016178,C004254,2022-04-21,Damaged Product,15818.16
R000619,O0023694,C002662,2023-03-01,Wrong Product,1460.41
R000620,O0017576,C002609,2026-07-22,Late Delivery,760.94
R000621,O0004396,C002170,2023-04-09,Customer Changed Mind,1893.37
R000622,O0002373,C003967,2022-09-15,Size Issue,86032.28
R000623,O0025024,C003481,2025-06-10,Damaged Product,1313.48
R000624,O0020315,C002914,2026-05-12,Damaged Product,777.22
R000625,O0004691,C004394,2024-10-25,Wrong Product,914.0
R000626,O0012207,C003985,2026-01-20,Wrong Product,4893.49
R000627,O0024341,C004536,2025-08-25,Customer Changed Mind,6702.73
R000628,O0024294,C003513,2024-06-12,Late Delivery,9976.85
R000629,O0013410,C001199,2022-11-26,Wrong Product,874.19
R000630,O0013337,C004143,2022-12-02,Size Issue,516.02
R000631,O0024924,C005082,2025-02-14,Late Delivery,12199.08
R000632,O0017555,C002163,2025-05-17,Customer Changed Mind,29535.19
R000633,O0024070,C003678,2024-06-18,Size Issue,7802.51
R000634,O0022573,C001386,2024-06-30,Wrong Product,3344.35
R000635,O0023481,C002512,2024-01-30,Size Issue,117105.75
R000636,O0003637,C001832,2023-08-30,Wrong Product,13045.48
R000637,O0011198,C002953,2025-06-16,Quality Issue,617.8
R000638,O0003602,C000386,2024-07-27,Damaged Product,609.86
R000639,O0014068,C005089,2022-03-19,Customer Changed Mind,6179.46
R000640,O0000690,C004443,2022-04-15,Damaged Product,6167.16
R000641,O0025895,C001443,2025-12-21,Late Delivery,1443.45
R000642,O0001971,C005150,2025-01-11,Size Issue,9942.77
R000643,O0000545,C004431,2026-04-14,Wrong Product,3736.58
R000644,O0020162,C000793,2023-08-27,Size Issue,14256.34
R000645,O0001458,C002813,2025-04-24,Size Issue,710.29
R000646,O0025944,C005174,2022-03-28,Late Delivery,8344.6
R000647,O0006500,C001823,2023-04-18,Quality Issue,2034.91
R000648,O0012901,C002300,2024-10-15,Wrong Product,11664.19
R000649,O0004667,C000618,2025-01-01,Customer Changed Mind,5638.81
R000650,O0006764,C002096,2025-10-25,Size Issue,36214.96
R000651,O0022915,C001056,2022-01-30,Customer Changed Mind,732.86
R000652,O0021401,C001848,2025-12-31,Size Issue,2852.76
R000653,O0004983,C001040,2022-07-30,Size Issue,2354.39
R000654,O0022687,C001069,2023-10-07,Wrong Product,4050.35
R000655,O0020337,C003191,2026-01-27,Size Issue,5878.23
R000656,O0005332,C002273,2024-10-10,Quality Issue,3923.66
R000657,O0007150,C000229,2024-02-16,Damaged Product,63585.79
R000658,O0024105,C004156,2022-06-17,Late Delivery,535.55
R000659,O0007064,C004243,2025-09-10,Quality Issue,481.4
R000660,O0006820,C000780,2024-10-30,Late Delivery,2461.21
R000661,O0000237,C004742,2024-11-17,Size Issue,563.67
R000662,O0024666,C000095,2025-03-02,Customer Changed Mind,68997.4
R000663,O0025904,C004964,2022-07-10,Wrong Product,15049.62
R000664,O0013751,C002207,2024-09-29,Size Issue,13211.16
R000665,O0007764,C003044,2024-11-20,Customer Changed Mind,21005.75
R000666,O0017381,C001030,2025-12-24,Quality Issue,5391.21
R000667,O0002381,C000735,2022-08-26,Late Delivery,15998.5
R000668,O0000464,C002594,2022-03-01,Size Issue,6471.45
R000669,O0020961,C002913,2024-09-19,Wrong Product,2118.19
R000670,O0002286,C002300,2022-11-07,Wrong Product,822.01
R000671,O0019631,C000616,2022-06-29,Wrong Product,84212.94
R000672,O0017154,C003534,2026-08-01,Size Issue,1481.17
R000673,O0020874,C003364,2026-03-08,Size Issue,5329.31
R000674,O0002278,C004342,2024-09-13,Late Delivery,4895.92
R000675,O0007244,C004848,2023-05-17,Late Delivery,1234.11
R000676,O0025906,C002300,2024-02-03,Late Delivery,901.1
R000677,O0023031,C003021,2023-01-10,Damaged Product,357.19
R000678,O0016320,C002259,2023-01-16,Customer Changed Mind,23993.04
R000679,O0020203,C004949,2023-05-26,Damaged Product,8535.45
R000680,O0014782,C003288,2024-07-27,Damaged Product,1849.95
R000681,O0003992,C001589,2025-10-04,Size Issue,10896.72
R000682,O0015611,C000147,2023-09-09,Size Issue,3990.58
R000683,O0025550,C003170,2024-12-28,Customer Changed Mind,3143.37
R000684,O0016079,C002752,2025-10-09,Damaged Product,7541.21
R000685,O0019982,C000618,2025-03-07,Late Delivery,2362.0
R000686,O0008734,C003361,2024-12-11,Damaged Product,619.33
R000687,O0007471,C003414,2025-08-11,Wrong Product,3788.39
R000688,O0021617,C002180,2025-09-21,Late Delivery,1825.18
R000689,O0019533,C004710,2022-08-02,Wrong Product,45626.23
R000690,O0022293,C001508,2026-01-13,Damaged Product,10164.75
R000691,O0010869,C003752,2026-07-09,Quality Issue,123356.28
R000692,O0012777,C001580,2022-01-23,Customer Changed Mind,2890.06
R000693,O0012435,C000453,2023-02-19,Damaged Product,2001.01
R000694,O0012574,C003466,2023-12-23,Customer Changed Mind,1581.38
R000695,O0011150,C002890,2025-06-28,Wrong Product,642.18
R000696,O0024949,C001706,2023-10-21,Wrong Product,935.14
R000697,O0013295,C004690,2025-10-05,Quality Issue,1770.51
R000698,O0021207,C000457,2022-09-25,Size Issue,1576.95
R000699,O0017100,C003280,2024-03-01,Quality Issue,996.46
R000700,O0021578,C003598,2026-06-03,Customer Changed Mind,20106.26
R000701,O0020133,C002427,2024-08-11,Quality Issue,17495.75
R000702,O0015531,C003235,2024-02-25,Customer Changed Mind,3648.89
R000703,O0010159,C004091,2022-04-24,Quality Issue,628.47
R000704,O0004762,C003544,2026-01-24,Quality Issue,6237.65
R000705,O0006965,C001841,2023-09-13,Quality Issue,2164.65
R000706,O0023993,C000735,2026-07-06,Wrong Product,770.59
R000707,O0013347,C004497,2022-01-22,Quality Issue,911.51
R000708,O0017033,C004329,2024-01-04,Quality Issue,1170.7
R000709,O0013407,C001614,2022-10-01,Damaged Product,534.37
R000710,O0022771,C000866,2025-09-24,Customer Changed Mind,3297.8
R000711,O0002559,C002029,2025-09-01,Wrong Product,30398.46
R000712,O0000871,C000906,2023-06-08,Quality Issue,70021.17
R000713,O0009310,C005051,2022-06-22,Customer Changed Mind,62114.44
R000714,O0019601,C001204,2022-12-31,Size Issue,1549.2
R000715,O0007200,C003419,2026-07-12,Size Issue,1225.11
R000716,O0019816,C002245,2022-07-02,Quality Issue,377.79
R000717,O0010294,C003940,2023-05-17,Wrong Product,6059.37
R000718,O0011191,C000945,2024-09-14,Late Delivery,1780.76
R000719,O0014923,C004524,2025-09-16,Size Issue,2090.56
R000720,O0010547,C000250,2026-08-03,Late Delivery,1009.06
R000721,O0023159,C004992,2024-07-10,Damaged Product,571.08
R000722,O0007914,C001644,2024-05-12,Wrong Product,4215.77
R000723,O0005652,C003120,2023-01-15,Wrong Product,4339.66
R000724,O0024813,C000618,2025-09-04,Customer Changed Mind,5142.15
R000725,O0013837,C005050,2024-07-02,Customer Changed Mind,543.02
R000726,O0019870,C001182,2026-04-28,Size Issue,1661.62
R000727,O0013787,C002587,2025-03-22,Damaged Product,3347.02
R000728,O0024510,C004763,2024-10-12,Quality Issue,10018.6
R000729,O0024466,C004052,2024-12-21,Customer Changed Mind,2258.29
R000730,O0015069,C004441,2025-10-28,Quality Issue,21466.22
R000731,O0022829,C002476,2025-10-16,Damaged Product,8595.65
R000732,O0019497,C003751,2024-12-08,Size Issue,4973.66
R000733,O0018525,C003010,2023-03-19,Quality Issue,16274.94
R000734,O0002821,C000031,2022-09-16,Damaged Product,7802.31
R000735,O0011742,C003227,2026-01-10,Wrong Product,26249.28
R000736,O0013324,C002126,2022-08-24,Customer Changed Mind,5263.86
R000737,O0025131,C004860,2025-03-28,Customer Changed Mind,2124.64
R000738,O0020805,C002637,2025-04-10,Customer Changed Mind,313.91
R000739,O0000489,C001234,2025-09-29,Size Issue,1614.42
R000740,O0010653,C000624,2025-07-31,Customer Changed Mind,1270.69
R000741,O0022512,C004603,2022-08-08,Size Issue,3342.47
R000742,O0018425,C000780,2024-01-30,Customer Changed Mind,8420.61
R000743,O0004034,C004414,2023-05-07,Size Issue,26958.74
R000744,O0010184,C003120,2022-04-17,Late Delivery,330.91
R000745,O0000114,C004303,2025-11-29,Late Delivery,8905.07
R000746,O0013968,C004042,2024-06-26,Size Issue,103847.78
R000747,O0002481,C003364,2022-08-19,Late Delivery,452.76
R000748,O0004627,C004280,2026-02-02,Size Issue,10805.44
R000749,O0013434,C004116,2025-09-07,Customer Changed Mind,4884.25
R000750,O0022397,C001693,2022-07-22,Size Issue,27999.11
R000751,O0001835,C003162,2026-01-28,Quality Issue,2940.12
R000752,O0005937,C000066,2022-02-24,Damaged Product,10671.46
R000753,O0004585,C001157,2025-01-31,Damaged Product,144.79
R000754,O0000926,C000835,2024-08-30,Customer Changed Mind,66043.91
R000755,O0021834,C000946,2025-10-31,Quality Issue,1088.92
R000756,O0025853,C004732,2022-01-30,Damaged Product,3361.68
R000757,O0014536,C001865,2024-08-13,Damaged Product,6637.34
R000758,O0023359,C004890,2023-10-10,Size Issue,2396.98
R000759,O0010699,C004053,2025-06-19,Damaged Product,581.05
R000760,O0024040,C000745,2024-01-18,Late Delivery,17825.06
R000761,O0015985,C002300,2026-08-04,Late Delivery,4894.9
R000762,O0005677,C001620,2023-05-02,Quality Issue,2307.71
R000763,O0014491,C003363,2024-08-20,Customer Changed Mind,797.78
R000764,O0019681,C000541,2022-06-17,Quality Issue,4416.6
R000765,O0020652,C000368,2023-07-28,Size Issue,2245.42
R000766,O0023248,C000685,2023-12-16,Wrong Product,5231.12
R000767,O0013384,C002630,2024-07-06,Damaged Product,5563.15
R000768,O0015275,C003456,2025-06-05,Customer Changed Mind,44916.33
R000769,O0023041,C001937,2023-12-13,Damaged Product,31419.97
R000770,O0019845,C004902,2025-02-25,Quality Issue,7118.82
R000771,O0014593,C004810,2026-02-19,Damaged Product,55642.0
R000772,O0024602,C001339,2025-09-06,Size Issue,1746.35
R000773,O0018517,C003365,2023-05-06,Late Delivery,1984.23
R000774,O0012420,C000081,2025-11-09,Wrong Product,30354.72
R000775,O0017739,C000548,2024-01-24,Size Issue,5609.97
R000776,O0008614,C001358,2023-02-03,Quality Issue,18724.88
R000777,O0008657,C000817,2022-06-30,Wrong Product,2086.94
R000778,O0021587,C002037,2023-12-12,Quality Issue,187126.29
R000779,O0023133,C003139,2022-03-07,Wrong Product,5669.02
R000780,O0009871,C000529,2022-06-07,Size Issue,1650.53
R000781,O0013188,C004401,2026-08-26,Customer Changed Mind,1575.4
R000782,O0008572,C001556,2025-03-30,Customer Changed Mind,727.73
R000783,O0023878,C002131,2022-04-09,Size Issue,237.38
R000784,O0022349,C001130,2022-04-03,Late Delivery,37916.31
R000785,O0015628,C001502,2023-08-14,Late Delivery,5031.75
R000786,O0009468,C004842,2024-02-08,Late Delivery,12866.38
R000787,O0003954,C002222,2023-03-03,Size Issue,9799.36
R000788,O0013604,C002436,2023-12-20,Late Delivery,742.71
R000789,O0012004,C004333,2023-05-02,Wrong Product,206.22
R000790,O0022365,C004731,2025-06-14,Late Delivery,1186.64
R000791,O0009186,C001599,2025-02-08,Size Issue,2433.43
R000792,O0023463,C002198,2026-07-16,Late Delivery,1741.23
R000793,O0017605,C003678,2023-09-18,Late Delivery,1783.04
R000794,O0016671,C003822,2022-09-16,Damaged Product,35064.99
R000795,O0014479,C003344,2025-02-19,Wrong Product,5661.29
R000796,O0002145,C002089,2024-09-16,Quality Issue,1821.33
R000797,O0015192,C001953,2025-11-01,Late Delivery,3793.35
R000798,O0008491,C000779,2024-08-22,Damaged Product,444.86
R000799,O0020864,C001263,2023-02-11,Customer Changed Mind,8244.03
R000800,O0017278,C001972,2023-08-07,Customer Changed Mind,276.28
R000801,O0025401,C002231,2023-09-01,Damaged Product,12561.01
R000802,O0018938,C000994,2022-02-07,Quality Issue,1856.34
R000803,O0024585,C000802,2023-01-06,Damaged Product,1518.23
R000804,O0012053,C002451,2025-10-21,Wrong Product,93138.67
R000805,O0001457,C003513,2023-02-16,Quality Issue,15779.4
R000806,O0013895,C001685,2023-08-06,Late Delivery,590.94
R000807,O0003335,C003825,2024-04-12,Damaged Product,1498.99
R000808,O0023264,C000934,2026-08-14,Customer Changed Mind,285.57
R000809,O0011021,C000218,2026-09-13,Size Issue,1126.63
R000810,O0011739,C000698,2022-06-22,Customer Changed Mind,19580.04
R000811,O0023105,C001286,2023-07-22,Size Issue,454.79
R000812,O0014617,C003988,2026-04-13,Damaged Product,160669.15
R000813,O0004225,C004113,2022-06-28,Damaged Product,7747.52
R000814,O0020317,C005044,2023-08-09,Wrong Product,295.0
R000815,O0016013,C002691,2022-12-02,Damaged Product,22199.65
R000816,O0001720,C001927,2026-05-16,Late Delivery,2120.71
R000817,O0020974,C000899,2024-04-04,Late Delivery,25089.79
R000818,O0025416,C003316,2023-04-09,Quality Issue,59046.73
R000819,O0020243,C004461,2025-04-06,Customer Changed Mind,515.11
R000820,O0023568,C003555,2026-01-03,Wrong Product,2436.28
R000821,O0012604,C002846,2023-09-03,Customer Changed Mind,6741.93
R000822,O0001011,C002300,2025-08-07,Size Issue,3740.07
R000823,O0019699,C001575,2023-12-13,Late Delivery,5174.48
R000824,O0021515,C004042,2025-07-08,Wrong Product,5235.82
R000825,O0020648,C000031,2022-04-21,Size Issue,15627.63
R000826,O0014706,C000031,2024-04-30,Size Issue,1984.07
R000827,O0010827,C005184,2023-12-08,Customer Changed Mind,43396.11
R000828,O0021229,C002077,2022-10-30,Quality Issue,4889.94
R000829,O0024710,C004333,2024-01-06,Customer Changed Mind,2495.1
R000830,O0012332,C002349,2023-07-19,Size Issue,2088.98
R000831,O0021074,C004135,2023-09-17,Damaged Product,26938.43
R000832,O0024136,C005113,2025-04-06,Size Issue,417.08
R000833,O0009966,C004747,2026-08-07,Size Issue,1458.53
R000834,O0002853,C003060,2023-03-10,Size Issue,4625.53
R000835,O0023637,C004041,2024-03-26,Late Delivery,946.39
R000836,O0006709,C002015,2023-11-27,Quality Issue,531.93
R000837,O0004550,C004536,2024-02-16,Wrong Product,1398.36
R000838,O0011914,C000847,2025-06-24,Late Delivery,13294.35
R000839,O0015228,C002884,2024-06-03,Late Delivery,660.56
R000840,O0016494,C003231,2025-05-03,Wrong Product,10530.67
R000841,O0025914,C003550,2023-02-02,Customer Changed Mind,3688.48
R000842,O0021095,C001703,2023-12-06,Wrong Product,8803.47
R000843,O0017057,C003511,2025-04-20,Quality Issue,6888.55
R000844,O0019021,C002055,2026-05-20,Damaged Product,369.25
R000845,O0014679,C002642,2022-05-14,Damaged Product,6562.68
R000846,O0019794,C003466,2025-01-28,Damaged Product,6409.73
R000847,O0013974,C003632,2022-03-12,Quality Issue,5484.08
R000848,O0013647,C004497,2024-03-21,Damaged Product,9149.12
R000849,O0005111,C001246,2024-06-18,Quality Issue,2424.1
R000850,O0010285,C002905,2024-03-18,Wrong Product,50351.67
R000851,O0014489,C003466,2023-05-01,Wrong Product,2404.69
R000852,O0018108,C001789,2023-08-09,Customer Changed Mind,755.91
R000853,O0019380,C002300,2025-03-30,Customer Changed Mind,5323.86
R000854,O0004071,C001244,2023-03-21,Size Issue,1454.34
R000855,O0013850,C000320,2022-12-25,Late Delivery,1938.73
R000856,O0021415,C002930,2025-07-20,Damaged Product,1515.41
R000857,O0016691,C001445,2023-04-17,Wrong Product,58088.25
R000858,O0023541,C001030,2026-03-19,Size Issue,718.48
R000859,O0023975,C000218,2024-04-23,Damaged Product,2405.37
R000860,O0024970,C002300,2024-04-12,Late Delivery,602.21
R000861,O0015210,C004292,2023-04-18,Size Issue,940.24
R000862,O0025531,C003490,2025-12-14,Wrong Product,376.94
R000863,O0015947,C004735,2022-06-02,Late Delivery,26727.48
R000864,O0011312,C002526,2023-04-08,Late Delivery,4972.53
R000865,O0000705,C002309,2026-04-17,Wrong Product,2902.9
R000866,O0015522,C003004,2023-09-24,Customer Changed Mind,1614.55
R000867,O0025925,C001812,2023-08-02,Damaged Product,7207.3
R000868,O0011003,C004663,2022-03-03,Wrong Product,393.28
