product_id,product_name,category,brand,selling_price,cost_price,rating,reorder_level
P00313,Northstar Electronics Pro 313,Electronics,Northstar,14752.3,10247.33,4.8,34
P00314,Aster & Co. Fashion Essential 314,Fashion,Aster & Co.,4335.8,2859.49,3.5,67
P00315,Mosaic Beauty Studio 315,Beauty,Mosaic,276.47,178.78,4.0,53
P00316,Luma Home & Kitchen Everyday 316,Home & Kitchen,Luma,10736.77,6641.8,4.6,67
P00317,Cedar Lane Sports Max 317,Sports,Cedar Lane,4383.11,2525.0,4.1,58
P00318,Orbit Grocery Select 318,Grocery,Orbit,392.23,264.4,4.6,40
P00319,Solace Books Classic 319,Books,Solace,141.0,104.08,3.8,65
P00320,Pioneer Accessories Plus 320,Accessories,Pioneer,209.86,129.88,3.9,29
P00321,Northstar Electronics Pro 321,Electronics,Northstar,24049.24,14852.28,4.4,16
P00322,Aster & Co. Fashion Essential 322,Fashion,Aster & Co.,2231.08,1566.3,3.8,71
P00323,Mosaic Beauty Studio 323,Beauty,Mosaic,197.47,127.14,4.5,59
P00324,Luma Home & Kitchen Everyday 324,Home & Kitchen,Luma,915.92,508.16,4.2,47
P00325,Cedar Lane Sports Max 325,Sports,Cedar Lane,7728.9,4007.74,3.7,38
P00326,Orbit Grocery Select 326,Grocery,Orbit,336.02,198.69,4.6,56
P00327,Solace Books Classic 327,Books,Solace,966.97,586.65,3.5,25
P00328,Pioneer Accessories Plus 328,Accessories,Pioneer,6055.27,4065.46,3.6,56
P00329,Northstar Electronics Pro 329,Electronics,Northstar,4284.36,2762.73,4.3,54
P00330,Aster & Co. Fashion Essential 330,Fashion,Aster & Co.,961.23,509.55,4.0,42
P00331,Mosaic Beauty Studio 331,Beauty,Mosaic,189.79,100.13,4.5,74
P00332,Luma Home & Kitchen Everyday 332,Home & Kitchen,Luma,13769.78,6988.12,3.6,34
P00333,Cedar Lane Sports Max 333,Sports,Cedar Lane,2111.53,1388.84,3.6,58
P00334,Orbit Grocery Select 334,Grocery,Orbit,717.53,386.87,3.9,38
P00335,Solace Books Classic 335,Books,Solace,567.98,285.41,3.9,65
P00336,Pioneer Accessories Plus 336,Accessories,Pioneer,2488.04,1475.57,4.3,23
P00337,Northstar Electronics Pro 337,Electronics,Northstar,19533.4,11414.9,4.7,44
P00338,Aster & Co. Fashion Essential 338,Fashion,Aster & Co.,2977.07,1555.74,4.5,60
P00339,Mosaic Beauty Studio 339,Beauty,Mosaic,594.22,402.32,4.6,52
P00340,Luma Home & Kitchen Everyday 340,Home & Kitchen,Luma,7462.28,4380.81,3.9,23
P00341,Cedar Lane Sports Max 341,Sports,Cedar Lane,442.0,222.63,4.0,32
P00342,Orbit Grocery Select 342,Grocery,Orbit,2234.62,1488.34,4.4,42
P00343,Solace Books Classic 343,Books,Solace,875.57,423.41,3.3,59
P00344,Pioneer Accessories Plus 344,Accessories,Pioneer,1941.91,1451.59,4.7,33
P00345,Northstar Electronics Pro 345,Electronics,Northstar,15784.96,7885.38,4.3,57
P00346,Aster & Co. Fashion Essential 346,Fashion,Aster & Co.,477.73,267.82,4.1,31
P00347,Mosaic Beauty Studio 347,Beauty,Mosaic,474.07,271.28,3.6,66
P00348,Luma Home & Kitchen Everyday 348,Home & Kitchen,Luma,993.56,616.67,4.4,60
P00349,Cedar Lane Sports Max 349,Sports,Cedar Lane,4317.45,2234.3,4.2,65
P00350,Orbit Grocery Select 350,Grocery,Orbit,535.98,399.12,3.8,20
P00351,Solace Books Classic 351,Books,Solace,1141.94,673.28,4.4,48
P00352,Pioneer Accessories Plus 352,Accessories,Pioneer,307.6,185.99,5.0,45
P00353,Northstar Electronics Pro 353,Electronics,Northstar,36712.93,25989.54,4.1,24
P00354,Aster & Co. Fashion Essential 354,Fashion,Aster & Co.,7163.38,5235.86,3.7,44
P00355,Mosaic Beauty Studio 355,Beauty,Mosaic,254.16,147.95,4.6,28
P00356,Luma Home & Kitchen Everyday 356,Home & Kitchen,Luma,556.85,401.56,4.1,48
P00357,Cedar Lane Sports Max 357,Sports,Cedar Lane,481.88,341.96,4.2,53
P00358,Orbit Grocery Select 358,Grocery,Orbit,423.04,267.05,4.7,36
P00359,Solace Books Classic 359,Books,Solace,878.96,489.25,3.9,49
P00360,Pioneer Accessories Plus 360,Accessories,Pioneer,571.57,403.57,4.4,21
P00361,Northstar Electronics Pro 361,Electronics,Northstar,42735.58,24281.25,4.8,15
P00362,Aster & Co. Fashion Essential 362,Fashion,Aster & Co.,544.02,323.4,3.7,19
P00363,Mosaic Beauty Studio 363,Beauty,Mosaic,1695.34,918.37,4.5,58
P00364,Luma Home & Kitchen Everyday 364,Home & Kitchen,Luma,3883.61,2894.16,4.1,17
P00365,Cedar Lane Sports Max 365,Sports,Cedar Lane,4868.61,2854.64,4.4,43
P00366,Orbit Grocery Select 366,Grocery,Orbit,848.44,468.7,3.6,44
P00367,Solace Books Classic 367,Books,Solace,236.83,135.95,4.3,57
P00368,Pioneer Accessories Plus 368,Accessories,Pioneer,337.89,219.34,4.4,41
P00369,Northstar Electronics Pro 369,Electronics,Northstar,4387.27,3053.9,4.3,63
P00370,Aster & Co. Fashion Essential 370,Fashion,Aster & Co.,6096.1,4541.99,4.5,72
P00371,Mosaic Beauty Studio 371,Beauty,Mosaic,3124.77,2360.59,4.7,45
P00372,Luma Home & Kitchen Everyday 372,Home & Kitchen,Luma,440.55,326.21,3.8,36
P00373,Cedar Lane Sports Max 373,Sports,Cedar Lane,7305.82,5543.33,5.0,65
P00374,Orbit Grocery Select 374,Grocery,Orbit,714.05,511.68,3.9,32
P00375,Solace Books Classic 375,Books,Solace,1538.6,1048.17,3.9,32
P00376,Pioneer Accessories Plus 376,Accessories,Pioneer,4636.57,2464.65,3.6,35
P00377,Northstar Electronics Pro 377,Electronics,Northstar,68689.91,43592.67,4.1,34
P00378,Aster & Co. Fashion Essential 378,Fashion,Aster & Co.,2432.01,1354.87,4.3,72
P00379,Mosaic Beauty Studio 379,Beauty,Mosaic,2431.79,1806.18,4.0,58
P00380,Luma Home & Kitchen Everyday 380,Home & Kitchen,Luma,3229.71,2009.73,4.1,28
P00381,Cedar Lane Sports Max 381,Sports,Cedar Lane,316.31,174.62,4.3,56
P00382,Orbit Grocery Select 382,Grocery,Orbit,246.37,149.22,3.9,20
P00383,Solace Books Classic 383,Books,Solace,544.03,330.26,4.1,50
P00384,Pioneer Accessories Plus 384,Accessories,Pioneer,501.59,261.62,4.1,29
P00385,Northstar Electronics Pro 385,Electronics,Northstar,8749.64,4764.83,4.2,69
P00386,Aster & Co. Fashion Essential 386,Fashion,Aster & Co.,1158.96,680.39,4.1,62
P00387,Mosaic Beauty Studio 387,Beauty,Mosaic,2023.97,1377.49,5.0,16
P00388,Luma Home & Kitchen Everyday 388,Home & Kitchen,Luma,9892.01,6484.63,3.7,18
P00389,Cedar Lane Sports Max 389,Sports,Cedar Lane,585.12,300.02,4.0,19
P00390,Orbit Grocery Select 390,Grocery,Orbit,2151.74,1488.48,3.7,33
P00391,Solace Books Classic 391,Books,Solace,742.53,427.38,3.8,16
P00392,Pioneer Accessories Plus 392,Accessories,Pioneer,2343.95,1312.98,4.3,53
P00393,Northstar Electronics Pro 393,Electronics,Northstar,9061.45,6168.48,4.4,45
P00394,Aster & Co. Fashion Essential 394,Fashion,Aster & Co.,1592.29,1157.36,4.2,33
P00395,Mosaic Beauty Studio 395,Beauty,Mosaic,1538.36,1118.91,4.2,69
P00396,Luma Home & Kitchen Everyday 396,Home & Kitchen,Luma,4068.64,2000.33,4.3,21
P00397,Cedar Lane Sports Max 397,Sports,Cedar Lane,7832.61,5326.16,3.4,48
P00398,Orbit Grocery Select 398,Grocery,Orbit,509.63,360.07,4.5,56
P00399,Solace Books Classic 399,Books,Solace,1324.23,906.17,3.6,73
P00400,Pioneer Accessories Plus 400,Accessories,Pioneer,188.92,105.8,4.0,43
P00401,Northstar Electronics Pro 401,Electronics,Northstar,11237.44,6429.98,3.3,24
P00402,Aster & Co. Fashion Essential 402,Fashion,Aster & Co.,418.67,255.23,4.2,66
P00403,Mosaic Beauty Studio 403,Beauty,Mosaic,327.95,199.42,3.8,69
P00404,Luma Home & Kitchen Everyday 404,Home & Kitchen,Luma,310.31,154.23,3.8,66
P00405,Cedar Lane Sports Max 405,Sports,Cedar Lane,4085.07,2959.71,4.2,50
P00406,Orbit Grocery Select 406,Grocery,Orbit,732.43,546.95,4.5,72
P00407,Solace Books Classic 407,Books,Solace,1622.94,792.96,4.2,38
P00408,Pioneer Accessories Plus 408,Accessories,Pioneer,256.86,129.31,3.6,54
P00409,Northstar Electronics Pro 409,Electronics,Northstar,9193.86,4830.96,3.6,42
P00410,Aster & Co. Fashion Essential 410,Fashion,Aster & Co.,467.9,342.58,3.9,21
P00411,Mosaic Beauty Studio 411,Beauty,Mosaic,1345.46,1015.03,3.8,24
P00412,Luma Home & Kitchen Everyday 412,Home & Kitchen,Luma,4084.36,2472.14,4.5,70
P00413,Cedar Lane Sports Max 413,Sports,Cedar Lane,1474.97,787.47,4.5,17
P00414,Orbit Grocery Select 414,Grocery,Orbit,235.82,168.51,3.9,70
P00415,Solace Books Classic 415,Books,Solace,145.86,92.74,4.6,67
P00416,Pioneer Accessories Plus 416,Accessories,Pioneer,656.73,462.25,5.0,58
P00417,Northstar Electronics Pro 417,Electronics,Northstar,1996.16,1026.91,4.4,35
P00418,Aster & Co. Fashion Essential 418,Fashion,Aster & Co.,2444.95,1440.73,5.0,31
P00419,Mosaic Beauty Studio 419,Beauty,Mosaic,297.07,192.0,2.9,20
P00420,Luma Home & Kitchen Everyday 420,Home & Kitchen,Luma,8680.78,6159.51,4.4,72
P00421,Cedar Lane Sports Max 421,Sports,Cedar Lane,1586.91,763.18,3.9,39
P00422,Orbit Grocery Select 422,Grocery,Orbit,296.76,162.06,3.9,30
P00423,Solace Books Classic 423,Books,Solace,1950.44,1245.61,3.8,40
P00424,Pioneer Accessories Plus 424,Accessories,Pioneer,948.05,679.87,3.9,61
P00425,Northstar Electronics Pro 425,Electronics,Northstar,1969.3,1215.08,4.5,53
P00426,Aster & Co. Fashion Essential 426,Fashion,Aster & Co.,1186.9,835.19,3.5,38
P00427,Mosaic Beauty Studio 427,Beauty,Mosaic,1146.53,700.05,4.6,50
P00428,Luma Home & Kitchen Everyday 428,Home & Kitchen,Luma,331.9,233.45,4.1,63
P00429,Cedar Lane Sports Max 429,Sports,Cedar Lane,3415.44,1703.04,4.4,71
P00430,Orbit Grocery Select 430,Grocery,Orbit,1484.16,902.01,5.0,71
P00431,Solace Books Classic 431,Books,Solace,230.47,129.37,3.8,41
P00432,Pioneer Accessories Plus 432,Accessories,Pioneer,511.35,252.47,4.5,19
P00433,Northstar Electronics Pro 433,Electronics,Northstar,53622.16,35943.8,4.3,20
P00434,Aster & Co. Fashion Essential 434,Fashion,Aster & Co.,990.12,659.8,4.2,55
P00435,Mosaic Beauty Studio 435,Beauty,Mosaic,3333.91,1983.8,4.2,17
P00436,Luma Home & Kitchen Everyday 436,Home & Kitchen,Luma,625.02,398.6,3.9,59
P00437,Cedar Lane Sports Max 437,Sports,Cedar Lane,647.42,400.94,4.2,21
P00438,Orbit Grocery Select 438,Grocery,Orbit,190.8,112.24,4.6,16
P00439,Solace Books Classic 439,Books,Solace,966.09,524.67,4.5,39
P00440,Pioneer Accessories Plus 440,Accessories,Pioneer,4948.64,2618.83,4.9,64
P00441,Northstar Electronics Pro 441,Electronics,Northstar,5220.95,3004.98,4.1,28
P00442,Aster & Co. Fashion Essential 442,Fashion,Aster & Co.,1660.56,820.66,4.6,57
P00443,Mosaic Beauty Studio 443,Beauty,Mosaic,395.01,275.01,4.2,62
P00444,Luma Home & Kitchen Everyday 444,Home & Kitchen,Luma,3777.5,1903.18,4.9,20
P00445,Cedar Lane Sports Max 445,Sports,Cedar Lane,580.2,381.23,3.4,15
P00446,Orbit Grocery Select 446,Grocery,Orbit,812.45,390.7,4.2,19
P00447,Solace Books Classic 447,Books,Solace,1661.57,895.2,3.5,53
P00448,Pioneer Accessories Plus 448,Accessories,Pioneer,466.32,301.9,4.3,58
P00449,Northstar Electronics Pro 449,Electronics,Northstar,6329.61,3558.71,4.4,60
P00450,Aster & Co. Fashion Essential 450,Fashion,Aster & Co.,3338.26,2423.01,4.6,52
P00451,Mosaic Beauty Studio 451,Beauty,Mosaic,249.79,164.5,3.7,53
P00452,Luma Home & Kitchen Everyday 452,Home & Kitchen,Luma,8573.01,5384.54,4.6,34
P00453,Cedar Lane Sports Max 453,Sports,Cedar Lane,609.43,418.83,5.0,17
P00454,Orbit Grocery Select 454,Grocery,Orbit,883.47,451.15,4.0,55
P00455,Solace Books Classic 455,Books,Solace,469.38,327.98,4.7,39
P00456,Pioneer Accessories Plus 456,Accessories,Pioneer,5418.19,2817.53,3.6,27
P00457,Northstar Electronics Pro 457,Electronics,Northstar,8960.17,6500.29,4.0,38
P00458,Aster & Co. Fashion Essential 458,Fashion,Aster & Co.,8054.25,5446.75,3.3,59
P00459,Mosaic Beauty Studio 459,Beauty,Mosaic,3786.43,2668.33,4.7,56
P00460,Luma Home & Kitchen Everyday 460,Home & Kitchen,Luma,6266.59,4598.56,4.3,31
P00461,Cedar Lane Sports Max 461,Sports,Cedar Lane,1234.7,931.53,3.8,29
P00462,Orbit Grocery Select 462,Grocery,Orbit,2170.74,1418.33,4.7,34
P00463,Solace Books Classic 463,Books,Solace,614.07,466.39,4.0,24
P00464,Pioneer Accessories Plus 464,Accessories,Pioneer,383.76,213.06,3.7,33
P00465,Northstar Electronics Pro 465,Electronics,Northstar,3840.5,2169.78,4.0,55
P00466,Aster & Co. Fashion Essential 466,Fashion,Aster & Co.,732.93,523.42,4.0,46
P00467,Mosaic Beauty Studio 467,Beauty,Mosaic,292.07,191.48,4.7,21
P00468,Luma Home & Kitchen Everyday 468,Home & Kitchen,Luma,7038.98,3985.8,3.5,16
P00469,Cedar Lane Sports Max 469,Sports,Cedar Lane,1552.59,1177.33,5.0,68
P00470,Orbit Grocery Select 470,Grocery,Orbit,800.15,607.46,3.9,74
P00471,Solace Books Classic 471,Books,Solace,282.58,144.98,3.8,66
P00472,Pioneer Accessories Plus 472,Accessories,Pioneer,382.07,241.55,4.2,32
P00473,Northstar Electronics Pro 473,Electronics,Northstar,15195.53,7358.57,4.5,29
P00474,Aster & Co. Fashion Essential 474,Fashion,Aster & Co.,1691.77,913.21,4.9,52
P00475,Mosaic Beauty Studio 475,Beauty,Mosaic,692.56,334.57,3.7,15
P00476,Luma Home & Kitchen Everyday 476,Home & Kitchen,Luma,510.84,358.66,4.1,66
P00477,Cedar Lane Sports Max 477,Sports,Cedar Lane,794.43,509.17,3.9,36
P00478,Orbit Grocery Select 478,Grocery,Orbit,1246.33,750.73,4.5,33
P00479,Solace Books Classic 479,Books,Solace,265.58,145.15,4.6,30
P00480,Pioneer Accessories Plus 480,Accessories,Pioneer,3009.39,1644.14,3.7,63
P00481,Northstar Electronics Pro 481,Electronics,Northstar,6609.77,3916.84,4.6,74
P00482,Aster & Co. Fashion Essential 482,Fashion,Aster & Co.,4050.17,2292.39,4.6,25
P00483,Mosaic Beauty Studio 483,Beauty,Mosaic,967.08,473.22,4.0,17
P00484,Luma Home & Kitchen Everyday 484,Home & Kitchen,Luma,1471.11,885.86,4.1,25
P00485,Cedar Lane Sports Max 485,Sports,Cedar Lane,8499.66,4748.62,3.6,55
P00486,Orbit Grocery Select 486,Grocery,Orbit,536.21,385.34,3.8,30
P00487,Solace Books Classic 487,Books,Solace,408.3,256.06,4.4,42
P00488,Pioneer Accessories Plus 488,Accessories,Pioneer,6485.1,4578.42,4.3,50
P00489,Northstar Electronics Pro 489,Electronics,Northstar,3980.51,2029.91,4.2,15
P00490,Aster & Co. Fashion Essential 490,Fashion,Aster & Co.,4426.39,2704.79,4.1,59
P00491,Mosaic Beauty Studio 491,Beauty,Mosaic,1091.13,678.39,3.9,65
P00492,Luma Home & Kitchen Everyday 492,Home & Kitchen,Luma,4007.18,2073.45,4.3,38
P00493,Cedar Lane Sports Max 493,Sports,Cedar Lane,686.86,471.95,4.3,39
P00494,Orbit Grocery Select 494,Grocery,Orbit,266.11,159.65,3.4,53
P00495,Solace Books Classic 495,Books,Solace,417.45,317.08,4.2,50
P00496,Pioneer Accessories Plus 496,Accessories,Pioneer,3143.54,1564.73,3.8,56
P00497,Northstar Electronics Pro 497,Electronics,Northstar,40340.19,26816.43,3.8,38
P00498,Aster & Co. Fashion Essential 498,Fashion,Aster & Co.,470.73,347.41,4.1,18
P00499,Mosaic Beauty Studio 499,Beauty,Mosaic,3535.51,2168.2,4.1,65
P00500,Luma Home & Kitchen Everyday 500,Home & Kitchen,Luma,1824.55,966.8,4.9,63
P00501,Cedar Lane Sports Max 501,Sports,Cedar Lane,644.56,472.61,5.0,53
P00502,Orbit Grocery Select 502,Grocery,Orbit,217.94,154.17,4.0,22
P00503,Solace Books Classic 503,Books,Solace,121.12,64.43,4.4,28
P00504,Pioneer Accessories Plus 504,Accessories,Pioneer,289.9,156.47,4.2,43
P00505,Northstar Electronics Pro 505,Electronics,Northstar,16961.72,9098.57,3.4,62
P00506,Aster & Co. Fashion Essential 506,Fashion,Aster & Co.,2702.38,1475.35,4.2,73
P00507,Mosaic Beauty Studio 507,Beauty,Mosaic,817.55,441.18,4.2,18
P00508,Luma Home & Kitchen Everyday 508,Home & Kitchen,Luma,2750.87,1880.16,4.3,62
P00509,Cedar Lane Sports Max 509,Sports,Cedar Lane,693.02,450.59,4.5,45
P00510,Orbit Grocery Select 510,Grocery,Orbit,1436.91,1080.4,4.3,31
P00511,Solace Books Classic 511,Books,Solace,1631.89,1054.47,4.2,37
P00512,Pioneer Accessories Plus 512,Accessories,Pioneer,2332.66,1213.98,4.4,65
P00513,Northstar Electronics Pro 513,Electronics,Northstar,71376.29,41721.36,3.6,65
P00514,Aster & Co. Fashion Essential 514,Fashion,Aster & Co.,1848.28,1026.15,3.9,39
P00515,Mosaic Beauty Studio 515,Beauty,Mosaic,3470.15,2317.63,3.2,39
P00516,Luma Home & Kitchen Everyday 516,Home & Kitchen,Luma,1002.54,706.08,4.8,56
P00517,Cedar Lane Sports Max 517,Sports,Cedar Lane,11946.78,7019.75,4.0,21
P00518,Orbit Grocery Select 518,Grocery,Orbit,187.0,113.05,4.8,56
P00519,Solace Books Classic 519,Books,Solace,128.6,82.89,4.6,74
P00520,Pioneer Accessories Plus 520,Accessories,Pioneer,606.95,297.8,3.9,35
P00521,Northstar Electronics Pro 521,Electronics,Northstar,32141.29,19845.95,3.4,17
P00522,Aster & Co. Fashion Essential 522,Fashion,Aster & Co.,1719.6,1052.72,4.7,22
P00523,Mosaic Beauty Studio 523,Beauty,Mosaic,1154.41,666.94,4.1,53
P00524,Luma Home & Kitchen Everyday 524,Home & Kitchen,Luma,3586.9,1756.02,3.5,34
P00525,Cedar Lane Sports Max 525,Sports,Cedar Lane,5789.15,3371.66,4.1,30
P00526,Orbit Grocery Select 526,Grocery,Orbit,639.69,442.01,4.2,57
P00527,Solace Books Classic 527,Books,Solace,633.06,372.21,4.6,67
P00528,Pioneer Accessories Plus 528,Accessories,Pioneer,1007.74,710.8,3.2,53
P00529,Northstar Electronics Pro 529,Electronics,Northstar,8900.55,4919.74,4.0,45
P00530,Aster & Co. Fashion Essential 530,Fashion,Aster & Co.,442.82,331.44,3.5,43
P00531,Mosaic Beauty Studio 531,Beauty,Mosaic,2612.89,1612.13,4.2,31
P00532,Luma Home & Kitchen Everyday 532,Home & Kitchen,Luma,17089.66,11818.13,4.7,58
P00533,Cedar Lane Sports Max 533,Sports,Cedar Lane,5752.76,3493.77,4.2,20
P00534,Orbit Grocery Select 534,Grocery,Orbit,1757.99,1083.72,3.4,30
P00535,Solace Books Classic 535,Books,Solace,432.94,208.76,3.8,24
P00536,Pioneer Accessories Plus 536,Accessories,Pioneer,253.23,170.2,5.0,31
P00537,Northstar Electronics Pro 537,Electronics,Northstar,4736.01,2335.84,4.4,67
P00538,Aster & Co. Fashion Essential 538,Fashion,Aster & Co.,533.84,373.2,4.3,56
P00539,Mosaic Beauty Studio 539,Beauty,Mosaic,2133.53,1536.37,4.0,35
P00540,Luma Home & Kitchen Everyday 540,Home & Kitchen,Luma,6679.68,4996.0,3.9,43
P00541,Cedar Lane Sports Max 541,Sports,Cedar Lane,3356.24,2509.2,4.2,49
P00542,Orbit Grocery Select 542,Grocery,Orbit,845.29,496.87,4.9,51
P00543,Solace Books Classic 543,Books,Solace,443.5,221.57,4.2,31
P00544,Pioneer Accessories Plus 544,Accessories,Pioneer,2233.72,1630.77,4.0,15
P00545,Northstar Electronics Pro 545,Electronics,Northstar,58415.48,32080.85,4.3,64
P00546,Aster & Co. Fashion Essential 546,Fashion,Aster & Co.,1504.22,1075.62,4.0,34
P00547,Mosaic Beauty Studio 547,Beauty,Mosaic,234.46,126.38,4.8,57
P00548,Luma Home & Kitchen Everyday 548,Home & Kitchen,Luma,3354.03,1744.39,4.0,44
P00549,Cedar Lane Sports Max 549,Sports,Cedar Lane,975.59,481.26,5.0,65
P00550,Orbit Grocery Select 550,Grocery,Orbit,519.45,293.9,3.9,50
P00551,Solace Books Classic 551,Books,Solace,311.48,190.6,4.4,52
P00552,Pioneer Accessories Plus 552,Accessories,Pioneer,801.47,424.89,4.8,53
P00553,Northstar Electronics Pro 553,Electronics,Northstar,34667.27,19435.32,4.4,69
P00554,Aster & Co. Fashion Essential 554,Fashion,Aster & Co.,558.21,399.8,4.1,23
P00555,Mosaic Beauty Studio 555,Beauty,Mosaic,285.28,209.41,4.7,26
P00556,Luma Home & Kitchen Everyday 556,Home & Kitchen,Luma,1214.87,658.77,4.7,48
P00557,Cedar Lane Sports Max 557,Sports,Cedar Lane,3912.61,2101.13,4.2,28
P00558,Orbit Grocery Select 558,Grocery,Orbit,909.52,456.35,4.2,73
P00559,Solace Books Classic 559,Books,Solace,169.38,109.11,4.2,65
P00560,Pioneer Accessories Plus 560,Accessories,Pioneer,167.12,110.18,3.6,33
P00561,Northstar Electronics Pro 561,Electronics,Northstar,16088.26,8203.51,3.8,22
P00562,Aster & Co. Fashion Essential 562,Fashion,Aster & Co.,6945.23,5214.82,5.0,70
P00563,Mosaic Beauty Studio 563,Beauty,Mosaic,1678.17,888.27,3.3,21
P00564,Luma Home & Kitchen Everyday 564,Home & Kitchen,Luma,1295.59,962.85,4.0,28
P00565,Cedar Lane Sports Max 565,Sports,Cedar Lane,9571.34,5029.03,4.5,27
P00566,Orbit Grocery Select 566,Grocery,Orbit,783.14,391.89,4.6,18
P00567,Solace Books Classic 567,Books,Solace,429.21,243.01,3.1,66
P00568,Pioneer Accessories Plus 568,Accessories,Pioneer,571.32,308.37,3.8,53
P00569,Northstar Electronics Pro 569,Electronics,Northstar,22762.79,17186.9,4.5,27
P00570,Aster & Co. Fashion Essential 570,Fashion,Aster & Co.,8048.76,5932.64,4.4,72
P00571,Mosaic Beauty Studio 571,Beauty,Mosaic,2126.76,1310.18,3.8,33
P00572,Luma Home & Kitchen Everyday 572,Home & Kitchen,Luma,6494.5,3411.01,4.0,30
P00573,Cedar Lane Sports Max 573,Sports,Cedar Lane,1449.34,756.48,4.1,42
P00574,Orbit Grocery Select 574,Grocery,Orbit,852.53,608.91,4.3,57
P00575,Solace Books Classic 575,Books,Solace,253.09,174.19,4.3,24
P00576,Pioneer Accessories Plus 576,Accessories,Pioneer,160.79,78.85,4.6,55
P00577,Northstar Electronics Pro 577,Electronics,Northstar,30439.56,17158.64,4.7,68
P00578,Aster & Co. Fashion Essential 578,Fashion,Aster & Co.,2212.57,1541.66,4.4,33
P00579,Mosaic Beauty Studio 579,Beauty,Mosaic,565.12,327.11,4.0,42
P00580,Luma Home & Kitchen Everyday 580,Home & Kitchen,Luma,3527.12,2438.0,4.4,27
P00581,Cedar Lane Sports Max 581,Sports,Cedar Lane,1152.59,567.49,4.4,17
P00582,Orbit Grocery Select 582,Grocery,Orbit,774.55,489.23,5.0,45
P00583,Solace Books Classic 583,Books,Solace,1402.29,718.84,3.7,17
P00584,Pioneer Accessories Plus 584,Accessories,Pioneer,859.28,478.69,4.0,56
P00585,Northstar Electronics Pro 585,Electronics,Northstar,34140.13,16547.45,4.1,33
P00586,Aster & Co. Fashion Essential 586,Fashion,Aster & Co.,3775.36,1987.99,4.5,74
P00587,Mosaic Beauty Studio 587,Beauty,Mosaic,1424.53,995.71,4.1,26
P00588,Luma Home & Kitchen Everyday 588,Home & Kitchen,Luma,4549.62,2483.05,3.7,71
P00589,Cedar Lane Sports Max 589,Sports,Cedar Lane,576.58,278.33,4.6,60
P00590,Orbit Grocery Select 590,Grocery,Orbit,1544.03,1004.52,3.8,24
P00591,Solace Books Classic 591,Books,Solace,543.92,404.63,4.3,53
P00592,Pioneer Accessories Plus 592,Accessories,Pioneer,291.8,152.15,4.3,39
P00593,Northstar Electronics Pro 593,Electronics,Northstar,15717.98,10049.32,4.1,67
P00594,Aster & Co. Fashion Essential 594,Fashion,Aster & Co.,570.33,365.98,4.6,59
P00595,Mosaic Beauty Studio 595,Beauty,Mosaic,1215.0,847.67,4.1,39
P00596,Luma Home & Kitchen Everyday 596,Home & Kitchen,Luma,16884.82,9752.02,4.7,21
P00597,Cedar Lane Sports Max 597,Sports,Cedar Lane,2476.03,1271.83,4.6,61
P00598,Orbit Grocery Select 598,Grocery,Orbit,61.75,44.97,5.0,47
P00599,Solace Books Classic 599,Books,Solace,636.27,425.36,4.5,53
P00600,Pioneer Accessories Plus 600,Accessories,Pioneer,2827.62,1881.8,3.8,69
