order_id,product_id,quantity,unit_price,discount,line_revenue,cost
O0005647,P00048,1,236.2,27.68,208.52,144.18
O0005647,P00561,2,16088.26,3771.05,28405.47,16407.02
O0005648,P00063,3,416.2,179.49,1069.11,771.66
O0005648,P00181,3,4070.12,1755.27,10455.09,6469.71
O0005649,P00430,1,1484.16,102.35,1381.81,902.01
O0005650,P00447,2,1661.57,633.57,2689.57,1790.4
O0005650,P00453,1,609.43,116.19,493.24,418.83
O0005651,P00533,3,5752.76,3180.33,14077.95,10481.31
O0005651,P00155,2,1985.46,731.76,3239.16,2508.08
O0005651,P00440,2,4948.64,1823.86,8073.42,5237.66
O0005652,P00165,1,4092.34,512.64,4725.55,2742.37
O0005652,P00046,1,307.51,38.52,355.09,168.32
O0005653,P00099,3,339.49,207.43,1096.21,534.72
O0005654,P00224,3,162.47,68.68,418.73,303.15
O0005654,P00389,1,585.12,82.44,502.68,300.02
O0005655,P00225,2,12544.31,3830.89,21257.73,15396.56
O0005655,P00507,2,817.55,249.67,1385.43,882.36
O0005656,P00156,3,2206.39,1951.53,6521.01,4768.95
O0005657,P00442,1,1660.56,69.08,2056.44,820.66
O0005657,P00416,1,656.73,27.32,813.29,462.25
O0005658,P00087,3,304.49,202.08,711.39,583.35
O0005658,P00029,2,493.19,218.21,768.17,643.46
O0005659,P00293,1,809.45,30.54,1005.55,525.54
O0005660,P00151,3,1824.65,761.14,4712.81,3746.82
O0005660,P00493,2,686.86,191.01,1182.71,943.9
O0005660,P00582,3,774.55,323.1,2000.55,1467.69
O0005661,P00007,2,420.27,181.98,893.91,559.54
O0005662,P00475,2,692.56,317.12,1068.0,669.14
O0005663,P00012,1,979.63,184.34,1069.58,661.13
O0005663,P00206,1,1208.73,227.46,1319.72,905.45
O0005664,P00346,3,477.73,350.96,1082.23,803.46
O0005664,P00534,3,1757.99,1291.49,3982.48,3251.16
O0005664,P00389,1,585.12,143.28,441.84,300.02
O0005665,P00194,2,2445.22,647.87,4242.57,3088.16
O0005665,P00324,3,915.92,364.02,2383.74,1524.48
O0005666,P00423,2,1950.44,587.0,3313.88,2491.22
O0005667,P00192,1,594.95,117.72,477.23,348.01
O0005667,P00245,1,3043.07,602.13,2440.94,1557.71
O0005668,P00581,1,1152.59,0.0,1475.32,567.49
O0005669,P00391,1,742.53,145.75,804.69,427.38
O0005669,P00300,2,1132.27,444.5,2454.11,1508.46
O0005670,P00170,2,436.0,169.35,946.81,548.34
O0005671,P00390,3,2151.74,669.0,5786.22,4465.44
O0005672,P00169,1,3178.3,3.19,3175.11,2215.04
O0005672,P00306,2,1186.38,2.38,2370.38,1144.96
O0005673,P00273,2,4282.77,353.64,8211.9,5922.74
O0005674,P00292,1,282.48,48.08,234.4,213.88
O0005675,P00236,1,14601.37,1048.78,13552.59,8856.08
O0005676,P00322,3,2231.08,1253.77,5439.47,4698.9
O0005677,P00333,1,2111.53,160.75,1950.78,1388.84
O0005677,P00112,2,628.03,95.62,1160.44,827.48
O0005678,P00098,1,4041.76,903.36,4270.1,2538.44
O0005679,P00193,2,2505.2,1006.05,4004.35,2774.48
O0005680,P00504,3,289.9,107.46,762.24,469.41
O0005680,P00171,3,889.11,329.58,2337.75,1584.0
O0005681,P00254,3,1472.7,485.73,3932.37,3045.54
O0005682,P00477,1,794.43,141.25,653.18,509.17
O0005683,P00159,1,518.09,42.71,475.38,323.41
O0005684,P00334,2,717.53,142.03,1293.03,773.74
O0005684,P00500,3,1824.55,541.72,4931.93,2900.4
O0005685,P00528,1,1007.74,245.86,761.88,710.8
O0005686,P00351,2,1141.94,441.28,1842.6,1346.56
O0005686,P00101,1,327.78,63.33,264.45,217.94
O0005687,P00190,2,169.74,50.56,383.97,257.98
O0005687,P00385,1,8749.64,1303.16,9896.38,4764.83
O0005687,P00435,3,3333.91,1489.65,11312.57,5951.4
O0005687,P00039,1,966.99,144.02,1093.72,692.19
O0005688,P00464,3,383.76,206.51,944.77,639.18
O0005689,P00035,1,550.79,167.31,383.48,313.53
O0005689,P00128,3,1447.05,1318.71,3022.44,3254.61
O0005689,P00576,1,160.79,48.84,111.95,78.85
O0005690,P00069,3,9839.28,3250.38,26267.46,22381.14
O0005690,P00299,2,544.63,119.94,969.32,795.18
O0005691,P00480,2,3009.39,599.01,5419.77,3288.28
O0005691,P00067,1,836.07,83.21,752.86,487.65
O0005692,P00207,1,711.06,75.61,635.45,446.22
O0005692,P00520,2,606.95,129.08,1084.82,595.6
O0005693,P00372,2,440.55,82.8,1045.01,652.42
O0005693,P00110,3,151.67,42.76,539.65,336.93
O0005694,P00206,3,1208.73,800.45,2825.74,2716.35
O0005695,P00139,2,860.21,85.52,1634.9,1229.52
O0005695,P00271,1,291.46,14.49,276.97,184.44
O0005695,P00493,1,686.86,34.14,652.72,471.95
O0005696,P00047,1,347.24,69.76,277.48,170.86
O0005697,P00235,3,540.33,364.4,1256.59,1077.24
O0005698,P00153,3,2784.61,2319.17,6034.66,5704.71
O0005698,P00510,1,1436.91,398.91,1038.0,1080.4
O0005699,P00269,3,658.95,243.39,1733.46,1144.41
O0005700,P00556,1,1214.87,85.79,1129.08,658.77
O0005701,P00441,2,5220.95,187.54,10254.36,6009.96
O0005702,P00036,2,4262.77,843.12,7682.42,6048.9
O0005703,P00407,3,1622.94,769.02,5463.07,2378.88
O0005703,P00046,2,307.51,97.14,690.08,336.64
O0005704,P00442,1,1660.56,210.74,1449.82,820.66
O0005704,P00150,2,2033.44,516.12,3550.76,3065.94
O0005705,P00022,3,608.04,93.56,1730.56,957.45
O0005705,P00034,2,1922.88,197.24,3648.52,2556.2
O0005706,P00390,1,2151.74,327.24,1824.5,1488.48
O0005707,P00278,3,193.93,82.71,499.08,328.23
O0005708,P00070,3,65.84,4.4,193.12,122.16
O0005709,P00137,3,4435.04,2612.21,10692.91,7874.55
O0005710,P00446,1,812.45,0.0,812.45,390.7
O0005711,P00033,1,2045.79,540.76,2077.86,1030.04
O0005712,P00529,3,8900.55,2035.23,24666.42,14759.22
O0005713,P00070,3,65.84,4.72,192.8,122.16
O0005713,P00311,2,280.75,13.42,548.08,297.02
O0005713,P00182,2,267.18,12.77,521.59,290.62
O0005713,P00540,3,6679.68,478.95,19560.09,14988.0
O0005714,P00411,3,1345.46,81.36,3955.02,3045.09
O0005715,P00162,2,7637.34,2447.83,17103.76,10395.38
O0005716,P00262,2,368.54,86.72,856.74,542.8
O0005717,P00446,2,812.45,115.58,1509.32,781.4
O0005718,P00258,2,7062.78,651.94,13473.62,8182.82
O0005719,P00055,2,459.89,150.98,768.8,590.12
O0005720,P00012,1,979.63,22.57,957.06,661.13
O0005721,P00017,2,9172.84,1051.41,17294.27,8815.18
O0005722,P00037,1,2352.6,261.79,2090.81,1760.63
O0005722,P00214,3,142.01,47.41,378.62,213.3
O0005722,P00059,1,230.4,25.64,204.76,124.28
O0005723,P00274,3,410.28,69.18,1161.66,929.01
O0005723,P00272,3,2512.75,423.7,7114.55,5664.9
O0005724,P00092,2,5132.19,1588.07,8676.31,6415.46
O0005724,P00209,3,9190.49,4265.76,23305.71,15454.53
O0005725,P00278,1,193.93,4.61,243.62,109.41
O0005725,P00177,1,10372.48,246.38,13030.39,7106.69
O0005726,P00022,2,608.04,136.13,1420.45,638.3
O0005727,P00242,2,8639.28,1565.08,15713.48,10374.24
O0005728,P00373,3,7305.82,0.0,21917.46,16629.99
O0005729,P00116,2,5440.93,0.0,13928.78,5451.28
O0005730,P00097,2,60925.13,14061.29,107788.97,89479.4
O0005731,P00596,3,16884.82,0.0,50654.46,29256.06
O0005731,P00484,2,1471.11,0.0,2942.22,1771.72
O0005731,P00356,2,556.85,0.0,1113.7,803.12
O0005732,P00107,3,283.86,169.97,920.05,621.42
O0005733,P00396,1,4068.64,622.95,3445.69,2000.33
O0005733,P00088,1,181.42,27.78,153.64,96.38
O0005733,P00384,3,501.59,230.4,1274.37,784.86
O0005734,P00053,3,3045.85,1437.65,10258.41,6277.44
O0005735,P00076,3,2261.28,1087.7,5696.14,3287.52
O0005735,P00109,3,1721.33,827.98,4336.01,2548.86
O0005736,P00485,2,8499.66,2849.44,14149.88,9497.24
O0005736,P00454,3,883.47,444.26,2206.15,1353.45
O0005737,P00187,2,3674.29,74.78,9331.4,5360.9
O0005737,P00116,2,5440.93,110.74,13818.04,5451.28
O0005738,P00534,1,1757.99,371.08,1386.91,1083.72
O0005738,P00127,2,211.34,89.22,333.46,292.24
O0005738,P00540,3,6679.68,4229.89,15809.15,14988.0
O0005738,P00180,3,15835.87,10028.03,37479.58,35076.39
O0005739,P00082,1,8998.39,568.16,8430.23,5634.66
O0005739,P00041,2,7162.94,904.54,13421.34,10741.2
O0005739,P00323,3,197.47,37.4,555.01,381.42
O0005740,P00184,1,2940.49,0.0,2940.49,1517.48
O0005741,P00277,2,322.08,70.48,754.04,408.44
O0005742,P00163,1,1323.17,169.33,1153.84,852.75
O0005742,P00199,1,365.99,46.84,319.15,177.85
O0005742,P00190,1,169.74,21.72,148.02,128.99
O0005742,P00466,2,732.93,187.59,1278.27,1046.84
O0005743,P00144,2,447.47,150.38,744.56,525.96
O0005744,P00009,2,9882.27,610.03,19154.51,11147.16
O0005744,P00591,1,543.92,16.79,527.13,404.63
O0005744,P00099,2,339.49,20.96,658.02,356.48
O0005745,P00449,1,6329.61,1046.81,5282.8,3558.71
O0005746,P00555,2,285.28,40.48,530.08,418.82
O0005747,P00071,1,169.0,9.0,160.0,92.23
O0005747,P00504,1,289.9,15.44,274.46,156.47
O0005748,P00276,2,1017.16,245.88,1788.44,1426.5
O0005748,P00517,1,11946.78,1443.97,10502.81,7019.75
O0005749,P00338,1,2977.07,733.26,3077.39,1555.74
O0005750,P00457,3,8960.17,3095.92,31311.13,19500.87
O0005751,P00022,2,608.04,147.29,1068.79,638.3
O0005752,P00246,2,96.43,20.06,172.8,134.48
O0005753,P00058,1,4086.4,581.26,3505.14,2844.26
O0005753,P00055,1,459.89,65.42,394.47,295.06
O0005753,P00580,1,3527.12,501.71,3025.41,2438.0
O0005754,P00321,2,24049.24,2874.01,45224.47,29704.56
O0005755,P00021,1,1394.74,169.54,1225.2,971.83
O0005755,P00250,3,1616.83,589.59,4260.9,2948.94
O0005756,P00295,1,184.52,19.06,165.46,122.58
O0005756,P00367,2,236.83,48.93,424.73,271.9
O0005756,P00396,2,4068.64,840.61,7296.67,4000.66
O0005756,P00451,3,249.79,77.41,671.96,493.5
O0005757,P00105,1,87879.89,14423.53,73456.36,47404.0
O0005758,P00554,1,558.21,0.0,558.21,399.8
O0005759,P00452,3,8573.01,1894.73,31025.63,16153.62
O0005759,P00150,2,2033.44,299.61,4906.0,3065.94
O0005760,P00067,2,836.07,92.75,1579.39,975.3
O0005760,P00287,2,123.24,13.67,232.81,167.96
O0005761,P00280,2,395.27,27.41,763.13,556.28
O0005762,P00401,1,11237.44,1183.5,13200.42,6429.98
O0005762,P00099,3,339.49,107.26,1196.38,534.72
O0005763,P00283,1,281.22,1.25,279.97,183.05
O0005764,P00417,1,1996.16,129.77,1866.39,1026.91
O0005765,P00409,3,9193.86,5249.71,22331.87,14492.88
O0005766,P00550,1,519.45,46.93,472.52,293.9
O0005767,P00167,2,1474.72,349.86,3425.42,1629.58
O0005768,P00591,1,543.92,80.38,463.54,404.63
O0005769,P00163,3,1323.17,643.18,3326.33,2558.25
O0005770,P00228,2,7171.38,1383.87,12958.89,8448.1
O0005771,P00271,2,291.46,0.0,582.92,368.88
O0005772,P00332,1,13769.78,811.27,16814.05,6988.12
O0005773,P00032,1,1864.05,172.37,2213.62,961.73
O0005774,P00333,1,2111.53,339.21,1772.32,1388.84
O0005775,P00528,3,1007.74,238.74,2784.48,2132.4
O0005775,P00219,2,3363.16,531.18,6195.14,4630.54
O0005776,P00408,1,256.86,40.29,216.57,129.31
O0005777,P00296,1,1290.15,112.54,1177.61,822.8
O0005777,P00095,3,873.36,228.55,2391.53,1779.63
O0005778,P00504,3,289.9,65.28,804.42,469.41
O0005779,P00357,1,481.88,78.95,537.85,341.96
O0005779,P00218,2,7757.52,2542.01,17317.24,7667.36
O0005779,P00374,2,714.05,233.98,1593.99,1023.36
O0005780,P00269,1,658.95,107.79,551.16,381.47
O0005780,P00012,1,979.63,160.25,819.38,661.13
O0005780,P00330,3,961.23,471.73,2411.96,1528.65
O0005780,P00334,1,717.53,117.38,600.15,386.87
O0005781,P00447,3,1661.57,354.85,4629.86,2685.6
O0005781,P00448,3,466.32,99.59,1299.37,905.7
O0005782,P00029,1,493.19,63.54,429.65,321.73
O0005782,P00159,2,518.09,133.5,902.68,646.82
O0005783,P00380,3,3229.71,900.91,8788.22,6029.19
O0005783,P00205,1,3297.48,306.6,2990.88,2452.31
O0005784,P00447,3,1661.57,36.14,6344.29,2685.6
O0005784,P00226,1,4064.79,29.47,5173.46,2390.52
O0005784,P00379,1,2431.79,17.63,3095.06,1806.18
O0005785,P00050,1,446.69,71.08,500.69,321.14
O0005786,P00561,1,16088.26,1019.58,15068.68,8203.51
O0005786,P00010,1,4868.04,308.51,4559.53,3163.64
O0005787,P00350,3,535.98,178.88,1429.06,1197.36
O0005787,P00171,1,889.11,98.91,790.2,528.0
O0005787,P00217,3,21353.13,7126.65,56932.74,47849.97
O0005788,P00431,3,230.47,84.92,606.49,388.11
O0005789,P00009,2,9882.27,2728.58,17035.96,11147.16
O0005790,P00282,3,7394.61,1498.27,26897.03,15602.49
O0005791,P00532,3,17089.66,3559.39,47709.59,35454.39
O0005791,P00244,2,1081.46,150.16,2012.76,1269.9
O0005791,P00186,3,742.48,154.64,2072.8,1643.34
O0005791,P00040,1,1463.48,101.6,1361.88,870.22
O0005792,P00014,3,522.01,138.87,1427.16,834.54
O0005792,P00543,2,443.5,78.65,808.35,443.14
O0005793,P00336,2,2488.04,1272.22,3703.86,2951.14
O0005793,P00454,2,883.47,451.75,1315.19,902.3
O0005793,P00061,3,1393.27,1068.64,3111.17,2030.82
O0005793,P00445,3,580.2,445.01,1295.59,1143.69
O0005794,P00594,3,570.33,190.36,1520.63,1097.94
O0005794,P00175,1,449.16,49.97,399.19,315.75
O0005795,P00560,2,167.12,42.72,291.52,220.36
O0005795,P00433,2,53622.16,13707.13,93537.19,71887.6
O0005795,P00558,3,909.52,348.74,2379.82,1369.05
O0005796,P00518,2,187.0,21.15,352.85,226.1
O0005797,P00164,2,2427.26,584.2,4270.32,2410.44
O0005798,P00417,2,1996.16,186.51,3805.81,2053.82
O0005798,P00089,1,13333.49,622.9,12710.59,9704.55
O0005799,P00540,3,6679.68,3615.03,22034.94,14988.0
O0005800,P00522,1,1719.6,88.48,1631.12,1052.72
O0005800,P00231,2,2190.44,225.41,4155.47,2445.8
O0005801,P00279,1,1662.74,379.84,1748.47,1097.03
O0005801,P00543,2,443.5,202.63,932.73,443.14
O0005802,P00349,1,4317.45,217.75,4099.7,2234.3
O0005803,P00099,1,339.49,22.96,316.53,178.24
O0005803,P00251,1,2720.56,183.96,2536.6,1900.06
O0005804,P00170,1,436.0,57.78,378.22,274.17
O0005804,P00515,1,3470.15,459.91,3010.24,2317.63
O0005804,P00445,2,580.2,153.79,1006.61,762.46
O0005805,P00397,2,7832.61,2246.13,13419.09,10652.32
O0005806,P00427,3,1146.53,859.07,3543.61,2100.15
O0005807,P00419,2,297.07,81.48,512.66,384.0
O0005807,P00508,2,2750.87,754.5,4747.24,3760.32
O0005808,P00248,3,1476.35,556.59,3872.46,2240.4
O0005809,P00589,1,576.58,26.9,549.68,278.33
O0005810,P00074,2,2211.57,285.97,4137.17,3345.28
O0005811,P00153,3,2784.61,787.64,7566.19,5704.71
O0005812,P00588,2,4549.62,1661.69,9985.34,4966.1
O0005812,P00276,3,1017.16,557.26,3348.64,2139.75
O0005812,P00082,1,8998.39,1643.27,9874.67,5634.66
O0005813,P00257,1,7632.42,1578.81,6053.61,3846.8
O0005813,P00108,3,4153.71,2577.65,9883.48,6086.67
O0005814,P00479,2,265.58,72.82,458.34,290.3
O0005815,P00444,1,3777.5,236.99,3540.51,1903.18
O0005815,P00382,1,246.37,15.46,230.91,149.22
O0005815,P00015,1,591.63,37.12,554.51,386.94
O0005816,P00264,3,1272.56,449.44,3368.24,2304.93
O0005817,P00313,1,14752.3,2520.99,12231.31,10247.33
O0005817,P00101,1,327.78,56.01,271.77,217.94
O0005817,P00546,1,1504.22,257.05,1247.17,1075.62
O0005818,P00031,1,746.34,0.0,746.34,425.39
O0005819,P00187,3,3674.29,2089.95,8932.92,8041.35
O0005820,P00467,3,292.07,127.35,748.86,574.44
O0005820,P00495,2,417.45,121.35,713.55,634.16
O0005821,P00387,3,2023.97,989.77,5082.14,4132.47
O0005822,P00174,1,767.82,134.77,633.05,553.58
O0005822,P00447,1,1661.57,291.63,1369.94,895.2
O0005823,P00296,3,1290.15,581.15,3289.3,2468.4
O0005824,P00206,1,1208.73,60.58,1148.15,905.45
O0005825,P00057,3,7252.41,57.94,21699.29,15161.01
O0005825,P00045,3,1427.93,11.41,4272.38,2276.52
O0005825,P00293,1,809.45,2.16,807.29,525.54
O0005825,P00340,1,7462.28,19.87,7442.41,4380.81
O0005826,P00492,3,4007.18,1585.0,10436.54,6220.35
O0005826,P00353,1,36712.93,4840.48,31872.45,25989.54
O0005827,P00437,1,647.42,74.41,573.01,400.94
O0005827,P00279,3,1662.74,573.29,4414.93,3291.09
O0005828,P00504,2,289.9,88.21,491.59,312.94
O0005828,P00132,2,2283.06,694.71,3871.41,2486.92
O0005828,P00458,2,8054.25,2450.83,13657.67,10893.5
O0005828,P00542,3,845.29,385.82,2150.05,1490.61
O0005829,P00501,1,644.56,19.72,624.84,472.61
O0005829,P00238,3,61.66,5.66,179.32,122.37
O0005830,P00430,2,1484.16,521.86,3277.59,1804.02
O0005830,P00577,3,30439.56,16054.65,100833.26,51475.92
O0005830,P00481,3,6609.77,3486.17,21895.34,11750.52
O0005831,P00513,2,71376.29,13097.52,129655.06,83442.72
O0005832,P00013,1,787.31,181.83,825.92,532.41
O0005832,P00257,2,7632.42,3525.53,16013.47,7693.6
O0005833,P00021,2,1394.74,868.52,1920.96,1943.66
O0005833,P00384,2,501.59,312.34,690.84,523.24
O0005834,P00312,1,205.38,15.63,189.75,145.72
O0005834,P00159,1,518.09,39.42,478.67,323.41
O0005835,P00431,2,230.47,121.07,468.93,258.74
O0005835,P00534,3,1757.99,1385.23,5365.45,3251.16
O0005836,P00278,1,193.93,24.67,169.26,109.41
O0005837,P00328,3,6055.27,3478.09,14687.72,12196.38
O0005838,P00169,2,3178.3,1227.18,5129.42,4430.08
O0005839,P00223,3,277.61,267.57,798.46,584.79
O0005839,P00385,1,8749.64,2811.02,8388.52,4764.83
O0005840,P00176,2,2533.09,1686.71,4798.0,3584.14
O0005841,P00051,3,2318.96,822.92,6133.96,3916.56
O0005841,P00163,2,1323.17,313.03,2333.31,1705.5
O0005841,P00266,2,3743.68,885.67,6601.69,4630.28
O0005842,P00104,2,629.83,170.86,1441.51,912.6
O0005842,P00557,1,3912.61,530.7,4477.45,2101.13
O0005842,P00107,1,283.86,38.5,324.84,207.14
O0005843,P00298,2,7403.13,1502.2,13304.06,10815.04
O0005844,P00196,2,351.7,8.49,891.86,457.56
O0005845,P00582,1,774.55,156.5,834.93,489.23
O0005845,P00071,2,169.0,68.29,364.35,184.46
O0005846,P00585,1,34140.13,5443.14,28696.99,16547.45
O0005846,P00231,1,2190.44,349.23,1841.21,1222.9
O0005847,P00276,1,1017.16,65.1,952.06,713.25
O0005848,P00356,1,556.85,78.52,634.25,401.56
O0005848,P00593,1,15717.98,2216.29,17902.73,10049.32
O0005849,P00469,3,1552.59,813.67,3844.1,3531.99
O0005849,P00363,3,1695.34,888.48,4197.54,2755.11
O0005849,P00171,3,889.11,465.96,2201.37,1584.0
O0005849,P00040,2,1463.48,511.31,2415.65,1740.44
O0005850,P00190,2,169.74,0.58,338.9,257.98
O0005850,P00596,2,16884.82,57.86,33711.78,19504.04
O0005851,P00281,2,71235.95,2403.22,140068.68,106178.1
O0005852,P00154,2,5737.24,1197.97,10276.51,7980.78
O0005852,P00214,2,142.01,29.65,254.37,142.2
O0005852,P00529,1,8900.55,929.24,7971.31,4919.74
O0005852,P00326,2,336.02,70.16,601.88,397.38
O0005853,P00245,2,3043.07,446.72,5639.42,3115.42
O0005853,P00204,1,5113.74,375.34,4738.4,2594.19
O0005854,P00228,3,7171.38,5947.06,15567.08,12672.15
O0005855,P00359,2,878.96,301.96,1948.17,978.5
O0005856,P00070,1,65.84,13.24,52.6,40.72
O0005857,P00246,3,96.43,67.86,221.43,201.72
O0005858,P00350,3,535.98,308.38,1299.56,1197.36
O0005859,P00520,1,606.95,131.79,475.16,297.8
O0005859,P00467,1,292.07,63.42,228.65,191.48
O0005860,P00099,2,339.49,14.33,854.76,356.48
O0005861,P00078,2,938.49,0.0,2402.53,1127.64
O0005862,P00513,2,71376.29,7535.75,135216.83,83442.72
O0005863,P00153,2,2784.61,1350.89,4218.33,3803.14
O0005863,P00167,2,1474.72,715.43,2234.01,1629.58
O0005864,P00099,2,339.49,169.53,509.45,356.48
O0005865,P00454,3,883.47,581.35,2069.06,1353.45
O0005865,P00490,1,4426.39,970.9,3455.49,2704.79
O0005865,P00043,2,3207.95,1407.29,5008.61,3652.3
O0005866,P00505,3,16961.72,12418.95,52714.06,27295.71
O0005867,P00320,1,209.86,10.07,199.79,129.88
O0005868,P00371,2,3124.77,266.61,5982.93,4721.18
O0005868,P00095,3,873.36,111.78,2508.3,1779.63
O0005869,P00579,3,565.12,2.52,1692.84,981.33
O0005869,P00489,3,3980.51,17.76,11923.77,6089.73
O0005870,P00434,1,990.12,104.19,885.93,659.8
O0005871,P00287,1,123.24,38.88,118.87,83.98
O0005872,P00199,1,365.99,81.05,387.42,177.85
O0005872,P00441,3,5220.95,3468.42,16580.03,9014.94
O0005873,P00254,3,1472.7,247.46,4170.64,3045.54
O0005873,P00563,2,1678.17,187.99,3168.35,1776.54
O0005874,P00477,2,794.43,286.69,1302.17,1018.34
O0005874,P00304,3,1405.01,760.54,3454.49,2038.02
O0005875,P00491,2,1091.13,520.97,1661.29,1356.78
O0005876,P00100,1,5629.16,829.66,6375.67,2823.47
O0005876,P00068,3,1194.63,528.21,4059.17,2157.03
O0005877,P00347,3,474.07,149.06,1273.15,813.84
O0005878,P00111,3,187.9,74.93,488.77,390.09
O0005878,P00486,3,536.21,213.82,1394.81,1156.02
O0005878,P00094,3,190.65,76.02,495.93,415.74
O0005878,P00089,3,13333.49,5316.92,34683.55,29113.65
O0005879,P00441,1,5220.95,824.09,4396.86,3004.98
O0005880,P00581,1,1152.59,128.29,1024.3,567.49
O0005880,P00566,3,783.14,261.51,2087.91,1175.67
O0005880,P00061,3,1393.27,465.25,3714.56,2030.82
O0005881,P00150,2,2033.44,45.45,4021.43,3065.94
O0005881,P00488,2,6485.1,144.95,12825.25,9156.84
O0005882,P00267,3,645.76,0.0,1937.28,1121.76
O0005883,P00212,1,8665.96,567.93,8098.03,4447.35
O0005883,P00134,1,270.56,17.73,252.83,180.7
O0005884,P00557,3,3912.61,1660.28,10077.55,6303.39
O0005884,P00532,3,17089.66,7251.82,44017.16,35454.39
O0005885,P00550,3,519.45,191.25,1367.1,881.7
O0005886,P00116,3,5440.93,2267.11,14055.68,8176.92
O0005887,P00540,2,6679.68,470.24,12889.12,9992.0
O0005887,P00257,1,7632.42,268.66,7363.76,3846.8
O0005888,P00371,2,3124.77,377.38,5872.16,4721.18
O0005888,P00377,2,68689.91,8295.82,129084.0,87185.34
O0005888,P00427,3,1146.53,207.7,3231.89,2100.15
O0005889,P00579,3,565.12,291.98,1403.38,981.33
O0005890,P00073,3,32534.31,9047.03,88555.9,56543.85
O0005891,P00347,2,474.07,0.0,948.14,542.56
O0005891,P00460,3,6266.59,0.0,18799.77,13795.68
O0005891,P00061,2,1393.27,0.0,2786.54,1353.88
O0005891,P00461,3,1234.7,0.0,3704.1,2794.59
O0005892,P00248,3,1476.35,340.42,5328.77,2240.4
O0005892,P00179,3,425.93,98.21,1537.36,822.24
O0005893,P00339,3,594.22,218.11,1564.55,1206.96
O0005893,P00001,3,3624.74,1330.49,9543.73,7168.02
O0005894,P00503,3,121.12,16.93,346.43,193.29
O0005894,P00459,1,3786.43,176.44,3609.99,2668.33
O0005895,P00582,1,774.55,121.49,653.06,489.23
O0005895,P00382,1,246.37,38.64,207.73,149.22
O0005895,P00228,3,7171.38,3374.64,18139.5,12672.15
O0005895,P00199,3,365.99,172.22,925.75,533.55
O0005896,P00237,1,637.95,79.94,558.01,316.16
O0005897,P00061,1,1393.27,154.91,1238.36,676.94
O0005898,P00387,1,2023.97,292.15,1731.82,1377.49
O0005898,P00426,2,1186.9,342.64,2031.16,1670.38
O0005898,P00410,3,467.9,202.61,1201.09,1027.74
O0005899,P00346,2,477.73,106.9,1116.09,535.64
O0005900,P00092,3,5132.19,251.12,15145.45,9623.19
O0005901,P00242,3,8639.28,3526.55,22391.29,15561.36
O0005901,P00208,1,1579.72,214.95,1364.77,758.89
O0005901,P00491,1,1091.13,148.47,942.66,678.39
O0005902,P00059,2,230.4,0.0,460.8,248.56
O0005903,P00278,2,193.93,38.47,349.39,218.82
O0005904,P00075,3,719.16,326.89,1830.59,1510.08
O0005905,P00418,2,2444.95,298.53,4591.37,2881.46
O0005905,P00401,1,11237.44,686.04,10551.4,6429.98
O0005906,P00490,3,4426.39,2423.2,10855.97,8114.37
O0005906,P00352,2,307.6,112.26,502.94,371.98
O0005907,P00249,1,13490.93,1558.06,11932.87,6529.69
O0005908,P00275,3,912.45,555.21,2948.6,1435.17
O0005908,P00364,3,3883.61,2363.11,12549.95,8682.48
O0005908,P00005,3,2006.45,1220.89,6483.88,4281.27
O0005908,P00542,2,845.29,342.9,1821.05,993.74
O0005909,P00461,1,1234.7,279.61,955.09,931.53
O0005909,P00420,1,8680.78,1965.84,6714.94,6159.51
O0005909,P00417,2,1996.16,904.1,3088.22,2053.82
O0005910,P00236,1,14601.37,2548.62,12052.75,8856.08
O0005910,P00086,2,209.85,73.26,346.44,202.54
O0005910,P00180,1,15835.87,2764.09,13071.78,11692.13
O0005911,P00127,2,211.34,29.84,392.84,292.24
O0005911,P00012,1,979.63,69.16,910.47,661.13
O0005912,P00441,1,5220.95,228.92,4992.03,3004.98
O0005913,P00077,3,2218.97,454.02,6202.89,3281.4
O0005913,P00498,2,470.73,64.21,877.25,694.82
O0005914,P00085,1,479.05,66.97,546.21,298.37
O0005914,P00498,2,470.73,131.61,1073.46,694.82
O0005915,P00290,1,1318.16,98.5,1219.66,943.63
O0005916,P00272,3,2512.75,1944.59,7704.37,5664.9
O0005917,P00003,2,314.69,92.97,536.41,417.14
O0005918,P00122,1,7577.35,1432.58,8266.43,5505.53
O0005918,P00318,2,392.23,148.31,855.8,528.8
O0005919,P00212,1,8665.96,1224.82,7441.14,4447.35
O0005919,P00525,2,5789.15,1636.45,9941.85,6743.32
O0005919,P00497,1,40340.19,5701.58,34638.61,26816.43
O0005920,P00036,1,4262.77,373.94,3888.83,3024.45
O0005921,P00369,2,4387.27,1067.45,7707.09,6107.8
O0005922,P00199,3,365.99,97.86,1000.11,533.55
O0005923,P00242,1,8639.28,1768.44,6870.84,5187.12
O0005923,P00575,3,253.09,155.42,603.85,522.57
O0005923,P00094,3,190.65,117.08,454.87,415.74
O0005924,P00501,1,644.56,83.8,560.76,472.61
O0005925,P00508,3,2750.87,230.14,8022.47,5640.48
O0005926,P00272,2,2512.75,1241.44,5191.2,3776.6
O0005926,P00471,1,282.58,69.81,291.9,144.98
O0005927,P00278,2,193.93,23.25,364.61,218.82
O0005927,P00367,3,236.83,42.58,667.91,407.85
O0005928,P00070,2,65.84,0.0,131.68,81.44
